stat_code,stat_name,cycle,org_name,implemented
131Y017,"1.2.5.1.2. 산업별대출금(예금취급기관, 용도별)",Q,,❌
131Y013,"1.2.5.2.1. 산업별대출금(예금은행, 전산업)",Q,,❌
131Y011,"1.2.5.2.2. 산업별대출금(예금은행, 용도별)",Q,,❌
131Y010,"1.2.5.2.3. 산업별대출금(예금은행, 기업형태별)",Q,한국은행,❌
131Y018,"1.2.5.2.4. 산업별대출금(예금은행, 기업규모별)",Q,,❌
132Y001,"1.2.5.2.5. 산업별대출금(예금은행, 지역별, 전산업)",Q,,❌
132Y003,"1.2.5.2.6. 산업별대출금(예금은행, 지역별, 용도별)",Q,,❌
131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Q,,❌
131Y015,"1.2.5.3.2. 산업별대출금(비은행예금취급기관, 용도별)",Q,,❌
104Y017,1.2.6.1. 예금은행 예금회전율,M,,❌
901Y123,1.2.6.2. 금융기관 점포/인원 현황,Q,,❌
901Y054,1.2.6.3.1. 은행대출금 연체율(1일 이상),M,은행연합회,❌
901Y124,1.2.6.3.2. 은행대출금 연체율(1개월 이상),M,,❌
901Y059,1.2.6.4. 보험계약실적,M,생명보험협회(02-2262-6600),❌
105Y001,1.2.6.5. 예금규모별 계좌수 및 금액,S,한국은행,❌
722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,D,,✅ get_base_rate() - 한국은행 기준금리
817Y002,1.3.2.1. 시장금리(일별),D,한국은행,✅ get_treasury_yield() - 국고채 수익률
721Y001,"1.3.2.2. 시장금리(월,분기,년)",M,한국은행,❌
121Y002,1.3.3.1.1. 예금은행 수신금리(신규취급액 기준),M,한국은행,✅ get_bank_deposit_rate(basis='신규취급액')
121Y013,1.3.3.1.2. 예금은행 수신금리(잔액 기준),M,한국은행,✅ get_bank_deposit_rate(basis='잔액')
121Y006,1.3.3.2.1. 예금은행 대출금리(신규취급액 기준),M,한국은행,✅ get_bank_lending_rate(basis='신규취급액')
121Y015,1.3.3.2.2. 예금은행 대출금리(잔액 기준),M,한국은행,✅ get_bank_lending_rate(basis='잔액')
121Y008,1.3.3.3. 예금은행 금리수준별 여수신 비중(신규취급액 기준),M,한국은행,❌
121Y010,1.3.3.4.1. 예금은행 고정 및 변동금리대출 비중(신규취급액 기준),M,,❌
121Y011,1.3.3.4.2. 예금은행 고정 및 변동금리대출 비중(잔액 기준),M,,❌
121Y004,1.3.4.1. 비은행금융기관 수신금리(신규취급액 기준),M,한국은행,❌
121Y007,1.3.4.2. 비은행금융기관 대출금리(신규취급액 기준),M,한국은행,❌
103Y002,1.4.1. 한국은행 주요계정(말잔),M,한국은행,❌
871Y001,1.4.2. 화폐발행잔액,M,한국은행,❌
814Y001,"1.4.3.1. 예금은행 지급준비액(신기준, 평잔) ",M,한국은행,❌
814Y002,"1.4.3.2. 예금은행 지급준비액(구기준, 평잔)",SM,한국은행,❌
641Y001,1.4.4. 한국은행 원화대출금,M,,❌
802Y001,1.5.1.1. 주식시장(일),D,한국거래소(051-662-2000),✅ get_stock_index(frequency='daily')
901Y014,"1.5.1.2. 주식시장(월,년)",M,한국거래소(051-662-2000),✅ get_stock_index(frequency='monthly')
901Y055,1.5.1.3. 투자자별 주식거래,M,한국거래소(051-662-2000),✅ get_investor_trading()
901Y056,1.5.1.4. 증시주변자금동향,M,금융투자협회(02-2003-9000),❌
901Y057,1.5.1.5. 주가지수선물거래,M,한국거래소(051-662-2000),❌
901Y058,1.5.1.6. 주가지수옵션거래,M,한국거래소(051-662-2000),❌
901Y015,1.5.2.1. 채권종류별 거래,M,한국거래소(051-662-2000),✅ get_bond_yield(bond_type='종류별')
901Y120,1.5.2.2. 채권시장별 거래,M,,✅ get_bond_yield(bond_type='시장별')
191Y001,1.5.3. 주요 국공채 발행액/잔액,M,,❌
901Y013,1.5.4.1. 통합재정수지,M,기획재정부(044-215-2114),✅ get_fiscal_balance()
901Y081,1.5.4.2. 조세징수액,A,기획재정부(044-215-2114),❌
181Y001,1.6.1.1.1. 차주당 가계대출 신규취급액,Q,,✅ get_borrower_loan(loan_type='신규')
181Y003,1.6.1.1.2.1. 연령별 지역별,Q,,❌
181Y005,1.6.1.1.2.2. 연령별 업권별,Q,,❌
181Y007,1.6.1.1.2.3. 연령별 상품별,Q,,❌
181Y009,1.6.1.1.2.4. 상품별 업권별,Q,,✅ get_borrower_loan(loan_type='잔액')
181Y011,1.6.1.1.3. 차주당 주택담보대출 신규취급액,Q,,❌
181Y002,1.6.1.2.1. 차주당 가계대출 잔액,Q,,❌
181Y004,1.6.1.2.2.1. 연령별 지역별,Q,,❌
181Y006,1.6.1.2.2.2. 연령별 업권별,Q,,❌
181Y008,1.6.1.2.2.3. 연령별 상품별,Q,,❌
181Y010,1.6.1.2.2.4. 상품별 업권별,Q,,❌
181Y012,1.6.1.2.3. 차주당 주택담보대출 잔액,Q,,❌
181Y013,1.6.2.1.1. 가계대출 신규취급액 비중,Q,,❌
181Y015,1.6.2.1.2. 주택담보대출 신규취급액 비중,Q,,❌
181Y016,1.6.2.2.1. 가계대출 잔액 비중,Q,,❌
181Y014,1.6.2.2.2. 주택담보대출 잔액 비중,Q,,❌
102Y104,"1.7.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",M,,❌
102Y102,"1.7.1.1.2. 본원통화 구성내역(평잔, 원계열)",M,,❌
102Y103,"1.7.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",M,,❌
102Y101,"1.7.1.1.4. 본원통화 구성내역(말잔, 원계열)",M,,❌
101Y018,"1.7.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",M,,❌
101Y019,"1.7.2.1.2. M1 상품별 구성내역(평잔, 원계열)",M,,❌
101Y016,"1.7.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",M,,❌
101Y017,"1.7.2.1.4. M1 상품별 구성내역(말잔, 원계열)",M,,❌
101Y003,"1.7.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",M,,❌
101Y004,"1.7.3.1.2. M2 상품별 구성내역(평잔, 원계열)",M,,❌
101Y001,"1.7.3.1.3. M2 상품별 구성내역(말잔, 계절조정계열)",M,,❌
101Y002,"1.7.3.1.4. M2 상품별 구성내역(말잔, 원계열)",M,,❌
101Y006,"1.7.3.2.1. M2 경제주체별 보유현황(평잔, 계절조정계열)",M,,❌
101Y015,"1.7.3.2.2. M2 경제주체별 보유현황(평잔, 원계열)",M,,❌
101Y005,"1.7.3.2.3. M2 경제주체별 보유현황(말잔, 계절조정계열)",M,,❌
101Y014,"1.7.3.2.4. M2 경제주체별 보유현황(말잔, 원계열)",M,,❌
101Y008,1.7.3.3.1. M2 기관별구성내역(평잔),M,,❌
101Y007,1.7.3.3.2. M2 기관별구성내역(말잔),M,,❌
111Y003,"1.7.4.1.1. Lf 상품별 구성내역(평잔, 계절조정계열)",M,,❌
111Y004,"1.7.4.1.2. Lf 상품별 구성내역(평잔, 원계열)",M,,❌
111Y001,"1.7.4.1.3. Lf 상품별 구성내역(말잔, 계절조정계열)",M,,❌
111Y002,"1.7.4.1.4. Lf 상품별 구성내역(말잔, 원계열)",M,,❌
112Y001,"1.7.5.1. L(광의유동성) 구성내역(말잔, 계절조정계열)",M,,❌
112Y002,"1.7.5.2. L(광의유동성) 구성내역(말잔, 원계열)",M,,❌
101Y009,1.7.6.1. 예금취급기관 개관표(말잔),M,한국은행,❌
101Y010,1.7.6.2. 중앙은행 개관표(말잔),M,한국은행,❌
101Y011,1.7.6.3. 기타예금취급기관 개관표(말잔),M,한국은행,❌
200Y101,2.1.1.1. 주요지표(연간지표),A,,❌
200Y102,2.1.1.2. 주요지표(분기지표),Q,,❌
200Y103,"2.1.2.1.1. 경제활동별 GDP 및 GNI(계절조정, 명목, 분기)",Q,,"✅ get_gdp_by_industry(basis='nominal', seasonal_adj=True)"
200Y104,"2.1.2.1.2. 경제활동별 GDP 및 GNI(계절조정, 실질, 분기)",Q,,✅ get_gdp_growth_rate()
200Y105,"2.1.2.1.3. 경제활동별 GDP 및 GNI(원계열, 명목, 분기 및 연간)",Q,,"✅ get_gdp_by_industry(basis='nominal', seasonal_adj=False)"
200Y106,"2.1.2.1.4. 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)",Q,,"✅ get_gdp_by_industry(basis='real', seasonal_adj=False)"
200Y107,"2.1.2.2.1. 국내총생산에 대한 지출(계절조정, 명목, 분기)",Q,,✅ get_gdp_by_expenditure(basis='nominal')
200Y108,"2.1.2.2.2. 국내총생산에 대한 지출(계절조정, 실질, 분기)",Q,,✅ get_gdp_by_expenditure(basis='real')
200Y109,"2.1.2.2.3. 국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)",Q,,✅ get_gdp() - 명목 GDP
200Y110,"2.1.2.2.4. 국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)",Q,,✅ get_gdp() - 실질 GDP
200Y160,"2.1.2.3.1. 부가가치 항목별 명목 GDP(계절조정, 명목, 분기)",Q,,❌
200Y161,"2.1.2.3.2. 부가가치 항목별 명목 GDP(원계열, 명목, 분기 및 연간)",Q,,❌
200Y111,2.1.2.4.1. 경제활동별 국내총생산 디플레이터(분기 및 연간),Q,,✅ get_gdp_deflator_by_industry()
200Y112,2.1.2.4.2. 국내총생산에 대한 지출 디플레이터(분기 및 연간),Q,,✅ get_gdp_deflator() - GDP 디플레이터
200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",A,,❌
200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",A,,❌
200Y115,"2.1.3.2.1. 국민처분가능소득과 처분(명목, 연간)",A,,❌
200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",A,,❌
200Y117,"2.1.3.3.1. 자본거래(명목, 연간)",A,,❌
200Y118,"2.1.3.4.1. 경상거래(명목, 연간)",A,,❌
200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",A,,❌
200Y120,"2.1.4.1. 제도부문별 생산계정(명목, 연간)",A,,❌
200Y121,"2.1.4.2. 제도부문별 소득계정(명목, 연간)",A,,❌
200Y162,"2.1.4.3. 제도부문별 소득계정(명목, 분기)",Q,,❌
200Y122,"2.1.4.4. 제도부문별 자본계정(명목, 연간)",A,,❌
200Y123,"2.1.5.1. 경제활동별 성장기여도(계절조정, 실질, 분기)",Q,,❌
200Y124,"2.1.5.2. 경제활동별 성장기여도(원계열, 실질, 분기 및 연간)",Q,,❌
200Y125,"2.1.5.3. 지출항목별 성장기여도(계절조정, 실질, 분기)",Q,,❌
200Y126,"2.1.5.4. 지출항목별 성장기여도(원계열, 실질, 분기 및 연간)",Q,,❌
200Y127,"2.1.6.1.1. 자본재형태별 총자본형성(계절조정, 명목, 분기)",Q,,❌
200Y128,"2.1.6.1.2. 자본재형태별 총자본형성(계절조정, 실질, 분기)",Q,,❌
200Y129,"2.1.6.1.3. 자본재형태별 총자본형성(원계열, 명목, 분기 및 연간)",Q,,❌
200Y130,"2.1.6.1.4. 자본재형태별 총자본형성(원계열, 실질, 분기 및 연간)",Q,,❌
200Y131,"2.1.6.2.1. 주체별 총자본형성(원계열, 명목, 분기 및 연간)",Q,,❌
200Y132,"2.1.6.2.2. 주체별 총자본형성(원계열, 실질, 분기 및 연간)",Q,,❌
200Y133,"2.1.6.2.3. 주체별 총고정자본형성(계절조정, 명목, 분기)",Q,,❌
200Y134,"2.1.6.2.4. 주체별 총고정자본형성(계절조정, 실질, 분기)",Q,,❌
200Y135,"2.1.6.3.1. 경제활동별 총고정자본형성(명목, 연간)",A,,❌
200Y136,"2.1.6.3.2. 경제활동별 총고정자본형성(실질, 연간)",A,,❌
200Y137,"2.1.6.3.3. 경제활동별 자본재형태별 총고정자본형성(명목, 연간)",A,,❌
200Y138,"2.1.6.4.1. 경제활동별 설비투자(명목, 연간)",A,,❌
200Y139,"2.1.6.4.2. 경제활동별 설비투자(실질, 연간)",A,,❌
200Y140,"2.1.7.1.1. 가계의 목적별 최종소비지출(계절조정, 명목, 분기)",Q,,❌
200Y141,"2.1.7.1.2. 가계의 목적별 최종소비지출(계절조정, 실질, 분기)",Q,,❌
200Y142,"2.1.7.1.3. 가계의 목적별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,,❌
200Y143,"2.1.7.1.4. 가계의 목적별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,,❌
200Y144,"2.1.7.2.1. 가계의 형태별 최종소비지출(계절조정, 명목, 분기)",Q,,❌
200Y145,"2.1.7.2.2. 가계의 형태별 최종소비지출(계절조정, 실질, 분기)",Q,,❌
200Y146,"2.1.7.2.3. 가계의 형태별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,,❌
200Y147,"2.1.7.2.4. 가계의 형태별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,,❌
200Y148,"2.1.7.3.1. 가계에 봉사하는 비영리단체의 목적별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,,❌
200Y149,"2.1.7.3.2. 가계에 봉사하는 비영리단체의 목적별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,,❌
200Y151,"2.1.8.1. 일반정부의 부문별 기능별 최종소비지출(명목, 연간)",A,,❌
200Y152,"2.1.8.2. 일반정부의 부문별 기능별 총지출 (명목, 연간)",A,,❌
200Y153,"2.1.8.3. 일반정부의 부문별 총수입, 총지출, 저축투자차액(명목, 연간)",A,,❌
200Y154,"2.1.8.4. 공공부문의 부문별 총수입, 총지출, 저축투자차액(명목, 연간)",A,,❌
200Y155,"2.1.9.1. 총저축과 총투자(계절조정, 명목, 분기)",Q,,❌
200Y156,"2.1.9.2. 총저축과 총투자(원계열, 명목, 분기 및 연간)",Q,,❌
200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Q,,❌
200Y158,"2.1.10.2. 정보통신산업(원계열, 실질, 분기 및 연간)",Q,,❌
200Y159,"2.1.11.1. 가계분배계정(명목, 연간)",A,,❌
271Y102,2023 연장표,A,한국은행,❌
271Y103,2022 연장표,A,한국은행,❌
271Y104,2021 연장표,A,한국은행,❌
271Y105,2020 실측표,A,한국은행,❌
271Y106,2020 지역표,A,,❌
271Y108,2020 부문분류표,A,,❌
271Y109,고용표,A,,❌
271Y110,"2.2.1.2.1. 투입산출표 총거래표(생산자가격, 대분류)",A,,❌
271Y111,"2.2.1.2.2. 투입산출표 총투입계수표(생산자가격, 대분류)",A,,❌
271Y112,"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)",A,,❌
271Y113,"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)",A,,❌
271Y114,"2.2.1.2.5. 투입산출표 부가가치유발계수표(생산자가격, 대분류)",A,,❌
271Y115,"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)",A,,❌
271Y116,"2.2.1.2.7. 투입산출표 고용유발계수표(생산자가격, 대분류)",A,,❌
271Y120,"2.2.1.2.8. 투입산출표 총거래표(생산자가격, 중분류)",A,,❌
271Y121,"2.2.1.2.9. 투입산출표 총투입계수표(생산자가격, 중분류)",A,,❌
271Y122,"2.2.1.2.10. 투입산출표 생산유발계수표(생산자가격, 중분류)",A,,❌
271Y123,"2.2.1.2.11. 투입산출표 수입유발계수표(생산자가격, 중분류)",A,,❌
271Y124,"2.2.1.2.12. 투입산출표 부가가치유발계수표(생산자가격, 중분류)",A,,❌
271Y125,"2.2.1.2.13. 투입산출표 취업유발계수표(생산자가격, 중분류)",A,,❌
271Y126,"2.2.1.2.14. 투입산출표 고용유발계수표(생산자가격, 중분류)",A,,❌
271Y001,2019 연장표,A,한국은행,❌
271Y002,2018 연장표,A,한국은행,❌
271Y003,2017 연장표,A,한국은행,❌
271Y004,2016 연장표,A,한국은행,❌
271Y005,2015 실측표,A,한국은행,❌
271Y006,2015 지역표,A,한국은행,❌
271Y007,2015-2010 연결표,A,한국은행,❌
271Y018,2015 부문분류표,A,한국은행,❌
271Y019,고용표,A,한국은행,❌
271Y008,"2.2.2.2.1. 투입산출표 총거래표(생산자가격, 대분류)",A,한국은행,❌
271Y009,"2.2.2.2.2. 투입산출표 총투입계수표(생산자가격, 대분류)",A,한국은행,❌
271Y010,"2.2.2.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)",A,한국은행,❌
271Y011,"2.2.2.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)",A,한국은행,❌
271Y012,"2.2.2.2.5. 투입산출표 부가가치유발계수표(생산자가격, 대분류)",A,한국은행,❌
271Y013,"2.2.2.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)",A,한국은행,❌
271Y014,"2.2.2.2.7. 투입산출표 고용유발계수표(생산자가격, 대분류)",A,한국은행,❌
271Y015,"2.2.2.2.8. 공급표(기초가격, 대분류)",A,한국은행,❌
271Y016,"2.2.2.2.9. 사용표(구매자가격, 대분류)",A,한국은행,❌
271Y017,"2.2.2.2.10. 사용표(기초가격, 대분류)",A,한국은행,❌
271Y068,"2.2.2.2.11. 투입산출표 총거래표(생산자가격, 중분류)",A,한국은행,❌
271Y069,"2.2.2.2.12. 투입산출표 총투입계수표(생산자가격, 중분류)",A,한국은행,❌
271Y070,"2.2.2.2.13. 투입산출표 생산유발계수표(생산자가격, 중분류)",A,한국은행,❌
271Y071,"2.2.2.2.14. 투입산출표 수입유발계수표(생산자가격, 중분류)",A,한국은행,❌
271Y072,"2.2.2.2.15. 투입산출표 부가가치유발계수표(생산자가격, 중분류)",A,한국은행,❌
271Y073,"2.2.2.2.16. 투입산출표 취업유발계수표(생산자가격, 중분류)",A,한국은행,❌
271Y074,"2.2.2.2.17. 투입산출표 고용유발계수표(생산자가격, 중분류)",A,한국은행,❌
271Y075,"2.2.2.2.18. 공급표(기초가격, 중분류)",A,한국은행,❌
271Y076,"2.2.2.2.19. 사용표(구매자가격, 중분류)",A,한국은행,❌
271Y077,"2.2.2.2.20. 사용표(기초가격, 중분류)",A,한국은행,❌
271Y020,2014 연장표,A,한국은행,❌
271Y021,2013 연장표,A,한국은행,❌
271Y022,2012 연장표,A,한국은행,❌
271Y023,2011 연장표,A,한국은행,❌
271Y024,2010 실측표,A,한국은행,❌
271Y025,2013 지역표,A,한국은행,❌
271Y026,2010 지역표,A,한국은행,❌
271Y027,2010 부문분류표,A,한국은행,❌
271Y028,고용표,A,한국은행,❌
271Y029,2011 연장표,A,한국은행,❌
271Y030,2010 연장표,A,한국은행,❌
271Y031,2009 연장표,A,한국은행,❌
271Y033,2009 연장표(불변가격),A,한국은행,❌
271Y034,2008 연장표,A,한국은행,❌
271Y035,2008 연장표(불변가격),A,한국은행,❌
271Y036,2007 연장표,A,한국은행,❌
271Y037,2007 연장표(불변가격),A,한국은행,❌
271Y038,2006 연장표,A,한국은행,❌
271Y039,2006 연장표(불변가격),A,한국은행,❌
271Y040,2005-2000-1995 연결표,A,한국은행,❌
271Y041,2005 실측표,A,한국은행,❌
271Y042,2005 지역표,A,한국은행,❌
271Y043,2003 실측표,A,한국은행,❌
271Y044,2003 지역표,A,한국은행,❌
271Y045,2000 실측표,A,한국은행,❌
271Y046,2000-1995-1990 연결표,A,한국은행,❌
271Y047,1998 연장표,A,한국은행,❌
271Y048,1995 실측표,A,한국은행,❌
271Y049,1995-1990-1985 연결표,A,한국은행,❌
271Y050,1993 연장표,A,한국은행,❌
271Y051,1990 실측표,A,한국은행,❌
271Y052,1990-1985-1980 연결표,A,한국은행,❌
271Y053,1988 연장표,A,한국은행,❌
271Y054,1987 연장표,A,한국은행,❌
271Y055,1986 연장표,A,한국은행,❌
271Y056,1985 실측표,A,한국은행,❌
271Y057,1985-1980-1975 연결표,A,한국은행,❌
271Y058,1983 연장표,A,한국은행,❌
271Y059,1980 실측표,A,한국은행,❌
271Y060,1978 연장표,A,한국은행,❌
271Y061,1975 실측표,A,한국은행,❌
271Y062,1973 연장표,A,한국은행,❌
271Y063,1970 실측표,A,한국은행,❌
271Y064,1968 연장표,A,한국은행,❌
271Y065,1966 실측표,A,한국은행,❌
271Y066,1963 실측표,A,한국은행,❌
271Y067,1960 실측표,A,한국은행,❌
283Y001,2.3.1.1. 주요지표(2009~),Q,한국은행,❌
281Y001,2.3.1.2. 금융거래표(2009~),Q,,❌
281Y002,2.3.1.3. 금융자산부채잔액표(2008~),Q,,❌
282Y001,2.3.1.4.1.1. 발행잔액(명목),Q,한국은행,❌
282Y002,2.3.1.4.1.2. 발행잔액(시가),Q,한국은행,❌
282Y003,2.3.1.4.1.3. 순발행액(시가),Q,한국은행,❌
282Y004,2.3.1.4.2.1. 보유잔액(시가),Q,한국은행,❌
282Y005,2.3.1.4.2.2. 순취득액(시가),Q,한국은행,❌
282Y006,"2.3.1.4.3. 채권발행-보유관계표(잔액, 시가)",Q,한국은행,❌
281Y006,2.3.2.1. 금융거래표(2003~2013),Q,,❌
281Y007,2.3.2.2. 금융자산부채잔액표(2002~),Q,,❌
281Y004,2.3.3.1. 금융거래표(1975~2005),Q,,❌
281Y005,2.3.3.2. 금융자산부채잔액표(1975~2005),Q,,❌
281Y011,2.3.4.1. 금융거래표(1970~1974),A,,❌
281Y012,2.3.4.2. 금융자산부채잔액표(1969~1974),A,,❌
281Y009,2.3.5.1. 금융거래표(1963~1970),A,,❌
281Y010,2.3.5.2. 금융자산부채잔액표(1962~1970),A,,❌
291Y501,"2.4.1.1.1. 자산별 순자본스톡(명목, 연말기준)",A,,❌
291Y502,"2.4.1.1.2. 자산별 순자본스톡(실질, 연말기준)",A,,❌
291Y503,"2.4.1.2.1. 자산별 생산자본스톡(명목, 연말기준)",A,,❌
291Y504,"2.4.1.2.2. 자산별 생산자본스톡(실질, 연말기준)",A,,❌
291Y505,"2.4.2.1. 제도부문별 대차대조표(명목, 연말기준)",A,,❌
291Y506,2.4.2.2. 자산/부채의 증감(명목),A,,❌
291Y507,2.4.2.3. 순자산 증감(명목),A,,❌
291Y508,"2.4.3.1. 제도부문별 순자본스톡(명목, 연말기준)",A,,❌
291Y509,2.4.4.1. 제도부문별 비금융자산별 명목보유손익(명목),A,,❌
291Y510,2.4.4.2. 제도부문별 비금융자산별 중립보유손익(명목),A,,❌
291Y511,2.4.4.3. 제도부문별 비금융자산별 실질보유손익(명목),A,,❌
291Y512,"2.4.5.1. 제도부문별 생산자본스톡(명목, 연말기준)",A,,❌
291Y513,"2.4.5.2. 제도부문별 생산자본스톡(실질, 연말기준)",A,,❌
291Y514,2.4.6.1. 제도부문별 연쇄라스파이레스 자본서비스물량지수,A,,❌
291Y515,2.4.6.2. 제도부문별 연쇄통크비스트 자본서비스물량지수,A,,❌
291Y516,"2.4.6.3. 제도부문별 자본사용자비용 비중(명목, %)",A,,❌
291Y517,"2.4.7.1. 경제활동별 순자본스톡(명목, 연말기준)",A,,❌
