p_stat_code,stat_code,stat_name,cycle,srch_yn,org_name
0000000038,0000000041,1.2.5.3. 비은행예금취급기관 산업별대출금,,N,
0000000041,131Y014,"1.2.5.3.1. 산업별대출금(비은행예금취급기관, 전산업)",Q,Y,
0000000041,131Y015,"1.2.5.3.2. 산업별대출금(비은행예금취급기관, 용도별)",Q,Y,
0000000020,0000000042,1.2.6. 기타 여수신 관련 통계,,N,
0000000042,104Y017,1.2.6.1. 예금은행 예금회전율,M,Y,
0000000042,901Y123,1.2.6.2. 금융기관 점포/인원 현황,Q,Y,
0000000042,0000000043,1.2.6.3. 은행대출금 연체율,,N,
0000000043,901Y054,1.2.6.3.1. 은행대출금 연체율(1일 이상),M,Y,은행연합회
0000000043,901Y124,1.2.6.3.2. 은행대출금 연체율(1개월 이상),M,Y,
0000000042,901Y059,1.2.6.4. 보험계약실적,M,Y,생명보험협회(02-2262-6600)
0000000042,105Y001,1.2.6.5. 예금규모별 계좌수 및 금액,S,Y,한국은행
0000000001,0000000048,1.3. 금리,,N,
0000000048,722Y001,1.3.1. 한국은행 기준금리 및 여수신금리,D,Y,
0000000048,0000000050,1.3.2. 시장금리,,N,
0000000050,817Y002,1.3.2.1. 시장금리(일별),D,Y,한국은행
0000000050,721Y001,"1.3.2.2. 시장금리(월,분기,년)",M,Y,한국은행
0000000048,0000000053,1.3.3. 예금은행 가중평균금리,,N,
0000000053,0000000054,1.3.3.1. 수신금리,,N,
0000000054,121Y002,1.3.3.1.1. 예금은행 수신금리(신규취급액 기준),M,Y,한국은행
0000000054,121Y013,1.3.3.1.2. 예금은행 수신금리(잔액 기준),M,Y,한국은행
0000000053,0000000055,1.3.3.2. 대출금리,,N,
0000000055,121Y006,1.3.3.2.1. 예금은행 대출금리(신규취급액 기준),M,Y,한국은행
0000000055,121Y015,1.3.3.2.2. 예금은행 대출금리(잔액 기준),M,Y,한국은행
0000000053,121Y008,1.3.3.3. 예금은행 금리수준별 여수신 비중(신규취급액 기준),M,Y,한국은행
0000000053,0000000057,1.3.3.4. 예금은행 고정 및 변동금리대출 비중,,N,
0000000057,121Y010,1.3.3.4.1. 예금은행 고정 및 변동금리대출 비중(신규취급액 기준),M,Y,
0000000057,121Y011,1.3.3.4.2. 예금은행 고정 및 변동금리대출 비중(잔액 기준),M,Y,
0000000048,0000000058,1.3.4. 비은행금융기관 가중평균금리,,N,
0000000058,121Y004,1.3.4.1. 비은행금융기관 수신금리(신규취급액 기준),M,Y,한국은행
0000000058,121Y007,1.3.4.2. 비은행금융기관 대출금리(신규취급액 기준),M,Y,한국은행
0000000001,0000000061,1.4. 한국은행 주요계정,,N,
0000000061,103Y002,1.4.1. 한국은행 주요계정(말잔),M,Y,한국은행
0000000061,871Y001,1.4.2. 화폐발행잔액,M,Y,한국은행
0000000061,0000000064,1.4.3. 예금은행 지급준비액,,N,
0000000064,814Y001,"1.4.3.1. 예금은행 지급준비액(신기준, 평잔) ",M,Y,한국은행
0000000064,814Y002,"1.4.3.2. 예금은행 지급준비액(구기준, 평잔)",SM,Y,한국은행
0000000061,641Y001,1.4.4. 한국은행 원화대출금,M,Y,
0000000001,0000000397,1.5. 주식/채권/재정,,N,
0000000397,0000000398,1.5.1. 주식거래/주가지수,,N,
0000000398,802Y001,1.5.1.1. 주식시장(일),D,Y,한국거래소(051-662-2000)
0000000398,901Y014,"1.5.1.2. 주식시장(월,년)",M,Y,한국거래소(051-662-2000)
0000000398,901Y055,1.5.1.3. 투자자별 주식거래,M,Y,한국거래소(051-662-2000)
0000000398,901Y056,1.5.1.4. 증시주변자금동향,M,Y,금융투자협회(02-2003-9000)
0000000398,901Y057,1.5.1.5. 주가지수선물거래,M,Y,한국거래소(051-662-2000)
0000000398,901Y058,1.5.1.6. 주가지수옵션거래,M,Y,한국거래소(051-662-2000)
0000000397,0000000957,1.5.2. 채권거래,,N,
0000000957,901Y015,1.5.2.1. 채권종류별 거래,M,Y,한국거래소(051-662-2000)
0000000957,901Y120,1.5.2.2. 채권시장별 거래,M,Y,
0000000397,191Y001,1.5.3. 주요 국공채 발행액/잔액,M,Y,
0000000397,0000000399,1.5.4. 재정,,N,
0000000399,901Y013,1.5.4.1. 통합재정수지,M,Y,기획재정부(044-215-2114)
0000000399,901Y081,1.5.4.2. 조세징수액,A,Y,기획재정부(044-215-2114)
0000000001,0000001000,1.6. 차주별 가계부채,,N,
0000001000,0000001001,1.6.1. 차주당 금액 기준,,N,
0000001001,0000001003,1.6.1.1. 신규취급액,,N,
0000001003,181Y001,1.6.1.1.1. 차주당 가계대출 신규취급액,Q,Y,
0000001003,0000001007,1.6.1.1.2. 차주당 가계대출 신규취급액 (교차항목),,N,
0000001007,181Y003,1.6.1.1.2.1. 연령별 지역별,Q,Y,
0000001007,181Y005,1.6.1.1.2.2. 연령별 업권별,Q,Y,
0000001007,181Y007,1.6.1.1.2.3. 연령별 상품별,Q,Y,
0000001007,181Y009,1.6.1.1.2.4. 상품별 업권별,Q,Y,
0000001003,181Y011,1.6.1.1.3. 차주당 주택담보대출 신규취급액,Q,Y,
0000001001,0000001004,1.6.1.2. 잔액,,N,
0000001004,181Y002,1.6.1.2.1. 차주당 가계대출 잔액,Q,Y,
0000001004,0000001008,1.6.1.2.2. 차주당 가계대출 잔액 (교차항목),,N,
0000001008,181Y004,1.6.1.2.2.1. 연령별 지역별,Q,Y,
0000001008,181Y006,1.6.1.2.2.2. 연령별 업권별,Q,Y,
0000001008,181Y008,1.6.1.2.2.3. 연령별 상품별,Q,Y,
0000001008,181Y010,1.6.1.2.2.4. 상품별 업권별,Q,Y,
0000001004,181Y012,1.6.1.2.3. 차주당 주택담보대출 잔액,Q,Y,
0000001000,0000001002,1.6.2. 금액 비중 기준,,N,
0000001002,0000001005,1.6.2.1. 신규취급액,,N,
0000001005,181Y013,1.6.2.1.1. 가계대출 신규취급액 비중,Q,Y,
0000001005,181Y015,1.6.2.1.2. 주택담보대출 신규취급액 비중,Q,Y,
0000001002,0000001006,1.6.2.2. 잔액,,N,
0000001006,181Y016,1.6.2.2.1. 가계대출 잔액 비중,Q,Y,
0000001006,181Y014,1.6.2.2.2. 주택담보대출 잔액 비중,Q,Y,
0000000001,0000000002,1.7. 통화/유동성(구지표),,N,
0000000002,0000000003,1.7.1. 본원통화,,N,
0000000003,0000000004,1.7.1.1. 본원통화 구성내역,,N,
0000000004,102Y104,"1.7.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",M,Y,
0000000004,102Y102,"1.7.1.1.2. 본원통화 구성내역(평잔, 원계열)",M,Y,
0000000004,102Y103,"1.7.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",M,Y,
0000000004,102Y101,"1.7.1.1.4. 본원통화 구성내역(말잔, 원계열)",M,Y,
0000000002,0000000005,1.7.2. M1(협의통화),,N,
0000000005,0000000006,1.7.2.1. M1(협의통화) 상품별 구성내역,,N,
0000000006,101Y018,"1.7.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",M,Y,
0000000006,101Y019,"1.7.2.1.2. M1 상품별 구성내역(평잔, 원계열)",M,Y,
0000000006,101Y016,"1.7.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",M,Y,
0000000006,101Y017,"1.7.2.1.4. M1 상품별 구성내역(말잔, 원계열)",M,Y,
0000000002,0000000007,1.7.3. M2(광의통화),,N,
0000000007,0000000008,1.7.3.1. M2(광의통화) 상품별 구성내역,,N,
0000000008,101Y003,"1.7.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",M,Y,
0000000008,101Y004,"1.7.3.1.2. M2 상품별 구성내역(평잔, 원계열)",M,Y,
0000000008,101Y001,"1.7.3.1.3. M2 상품별 구성내역(말잔, 계절조정계열)",M,Y,
0000000008,101Y002,"1.7.3.1.4. M2 상품별 구성내역(말잔, 원계열)",M,Y,
0000000007,0000000009,1.7.3.2. M2(광의통화) 경제주체별 보유현황,,N,
0000000009,101Y006,"1.7.3.2.1. M2 경제주체별 보유현황(평잔, 계절조정계열)",M,Y,
0000000009,101Y015,"1.7.3.2.2. M2 경제주체별 보유현황(평잔, 원계열)",M,Y,
0000000009,101Y005,"1.7.3.2.3. M2 경제주체별 보유현황(말잔, 계절조정계열)",M,Y,
0000000009,101Y014,"1.7.3.2.4. M2 경제주체별 보유현황(말잔, 원계열)",M,Y,
0000000007,0000000010,1.7.3.3. M2 기관별 구성내역,,N,
0000000010,101Y008,1.7.3.3.1. M2 기관별구성내역(평잔),M,Y,
0000000010,101Y007,1.7.3.3.2. M2 기관별구성내역(말잔),M,Y,
0000000002,0000000012,1.7.4. Lf(금융기관 유동성) 관련통계,,N,
0000000012,0000000013,1.7.4.1. Lf(금융기관 유동성) 상품별 구성내역,,N,
0000000013,111Y003,"1.7.4.1.1. Lf 상품별 구성내역(평잔, 계절조정계열)",M,Y,
0000000013,111Y004,"1.7.4.1.2. Lf 상품별 구성내역(평잔, 원계열)",M,Y,
0000000013,111Y001,"1.7.4.1.3. Lf 상품별 구성내역(말잔, 계절조정계열)",M,Y,
0000000013,111Y002,"1.7.4.1.4. Lf 상품별 구성내역(말잔, 원계열)",M,Y,
0000000002,0000000015,1.7.5. L(광의유동성) 구성내역,,N,
0000000015,112Y001,"1.7.5.1. L(광의유동성) 구성내역(말잔, 계절조정계열)",M,Y,
0000000015,112Y002,"1.7.5.2. L(광의유동성) 구성내역(말잔, 원계열)",M,Y,
0000000002,0000000017,1.7.6. 예금취급기관 개관표,,N,
0000000017,101Y009,1.7.6.1. 예금취급기관 개관표(말잔),M,Y,한국은행
0000000017,101Y010,1.7.6.2. 중앙은행 개관표(말잔),M,Y,한국은행
0000000017,101Y011,1.7.6.3. 기타예금취급기관 개관표(말잔),M,Y,한국은행
*,0000000066,2. 국민계정,,N,
0000000066,0000000910,2.1. 국민소득통계(2020년 기준년),,N,
0000000910,0000000911,2.1.1. 주요지표,,N,
0000000911,200Y101,2.1.1.1. 주요지표(연간지표),A,Y,
0000000911,200Y102,2.1.1.2. 주요지표(분기지표),Q,Y,
0000000910,0000000912,"2.1.2. 생산, 지출 및 분배 GDP, GDP 디플레이터",,N,
0000000912,0000000913,2.1.2.1. 경제활동별 GDP 및 GNI,,N,
0000000913,200Y103,"2.1.2.1.1. 경제활동별 GDP 및 GNI(계절조정, 명목, 분기)",Q,Y,
0000000913,200Y104,"2.1.2.1.2. 경제활동별 GDP 및 GNI(계절조정, 실질, 분기)",Q,Y,
0000000913,200Y105,"2.1.2.1.3. 경제활동별 GDP 및 GNI(원계열, 명목, 분기 및 연간)",Q,Y,
0000000913,200Y106,"2.1.2.1.4. 경제활동별 GDP 및 GNI(원계열, 실질, 분기 및 연간)",Q,Y,
0000000912,0000000914,2.1.2.2. 국내총생산에 대한 지출,,N,
0000000914,200Y107,"2.1.2.2.1. 국내총생산에 대한 지출(계절조정, 명목, 분기)",Q,Y,
0000000914,200Y108,"2.1.2.2.2. 국내총생산에 대한 지출(계절조정, 실질, 분기)",Q,Y,
0000000914,200Y109,"2.1.2.2.3. 국내총생산에 대한 지출(원계열, 명목, 분기 및 연간)",Q,Y,
0000000914,200Y110,"2.1.2.2.4. 국내총생산에 대한 지출(원계열, 실질, 분기 및 연간)",Q,Y,
0000000912,0000000936,2.1.2.3. 부가가치 항목별 명목 GDP,,N,
0000000936,200Y160,"2.1.2.3.1. 부가가치 항목별 명목 GDP(계절조정, 명목, 분기)",Q,Y,
0000000936,200Y161,"2.1.2.3.2. 부가가치 항목별 명목 GDP(원계열, 명목, 분기 및 연간)",Q,Y,
0000000912,0000000915,2.1.2.4. GDP 디플레이터,,N,
0000000915,200Y111,2.1.2.4.1. 경제활동별 국내총생산 디플레이터(분기 및 연간),Q,Y,
0000000915,200Y112,2.1.2.4.2. 국내총생산에 대한 지출 디플레이터(분기 및 연간),Q,Y,
0000000910,0000000916,2.1.3. 종합계정,,N,
0000000916,0000000917,2.1.3.1. 국내총생산과 지출,,N,
0000000917,200Y113,"2.1.3.1.1. 국내총생산과 지출(명목, 연간)",A,Y,
0000000917,200Y114,"2.1.3.1.2. 경제활동별 국내총부가가치와 요소소득(명목, 연간)",A,Y,
0000000916,0000000918,2.1.3.2. 국민처분가능소득과 처분,,N,
0000000918,200Y115,"2.1.3.2.1. 국민처분가능소득과 처분(명목, 연간)",A,Y,
0000000918,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",A,Y,
0000000916,0000000919,2.1.3.3. 자본거래,,N,
0000000919,200Y117,"2.1.3.3.1. 자본거래(명목, 연간)",A,Y,
0000000916,0000000920,2.1.3.4. 국외거래,,N,
0000000920,200Y118,"2.1.3.4.1. 경상거래(명목, 연간)",A,Y,
0000000920,200Y119,"2.1.3.4.2. 자본거래(명목, 연간)",A,Y,
0000000910,0000000921,2.1.4. 제도부문별 계정,,N,
0000000921,200Y120,"2.1.4.1. 제도부문별 생산계정(명목, 연간)",A,Y,
0000000921,200Y121,"2.1.4.2. 제도부문별 소득계정(명목, 연간)",A,Y,
0000000921,200Y162,"2.1.4.3. 제도부문별 소득계정(명목, 분기)",Q,Y,
0000000921,200Y122,"2.1.4.4. 제도부문별 자본계정(명목, 연간)",A,Y,
0000000910,0000000922,2.1.5. GDP에 대한 성장기여도,,N,
0000000922,200Y123,"2.1.5.1. 경제활동별 성장기여도(계절조정, 실질, 분기)",Q,Y,
0000000922,200Y124,"2.1.5.2. 경제활동별 성장기여도(원계열, 실질, 분기 및 연간)",Q,Y,
0000000922,200Y125,"2.1.5.3. 지출항목별 성장기여도(계절조정, 실질, 분기)",Q,Y,
0000000922,200Y126,"2.1.5.4. 지출항목별 성장기여도(원계열, 실질, 분기 및 연간)",Q,Y,
0000000910,0000000923,2.1.6. 총자본형성,,N,
0000000923,0000000924,2.1.6.1. 자본재형태별 총자본형성,,N,
0000000924,200Y127,"2.1.6.1.1. 자본재형태별 총자본형성(계절조정, 명목, 분기)",Q,Y,
0000000924,200Y128,"2.1.6.1.2. 자본재형태별 총자본형성(계절조정, 실질, 분기)",Q,Y,
0000000924,200Y129,"2.1.6.1.3. 자본재형태별 총자본형성(원계열, 명목, 분기 및 연간)",Q,Y,
0000000924,200Y130,"2.1.6.1.4. 자본재형태별 총자본형성(원계열, 실질, 분기 및 연간)",Q,Y,
0000000923,0000000925,2.1.6.2. 주체별 총자본형성,,N,
0000000925,200Y131,"2.1.6.2.1. 주체별 총자본형성(원계열, 명목, 분기 및 연간)",Q,Y,
0000000925,200Y132,"2.1.6.2.2. 주체별 총자본형성(원계열, 실질, 분기 및 연간)",Q,Y,
0000000925,200Y133,"2.1.6.2.3. 주체별 총고정자본형성(계절조정, 명목, 분기)",Q,Y,
0000000925,200Y134,"2.1.6.2.4. 주체별 총고정자본형성(계절조정, 실질, 분기)",Q,Y,
0000000923,0000000926,2.1.6.3. 경제활동별 총고정자본형성,,N,
0000000926,200Y135,"2.1.6.3.1. 경제활동별 총고정자본형성(명목, 연간)",A,Y,
0000000926,200Y136,"2.1.6.3.2. 경제활동별 총고정자본형성(실질, 연간)",A,Y,
0000000926,200Y137,"2.1.6.3.3. 경제활동별 자본재형태별 총고정자본형성(명목, 연간)",A,Y,
0000000923,0000000927,2.1.6.4. 경제활동별 설비투자,,N,
0000000927,200Y138,"2.1.6.4.1. 경제활동별 설비투자(명목, 연간)",A,Y,
0000000927,200Y139,"2.1.6.4.2. 경제활동별 설비투자(실질, 연간)",A,Y,
0000000910,0000000928,2.1.7. 민간최종소비지출,,N,
0000000928,0000000929,2.1.7.1. 가계의 목적별 최종소비지출,,N,
0000000929,200Y140,"2.1.7.1.1. 가계의 목적별 최종소비지출(계절조정, 명목, 분기)",Q,Y,
0000000929,200Y141,"2.1.7.1.2. 가계의 목적별 최종소비지출(계절조정, 실질, 분기)",Q,Y,
0000000929,200Y142,"2.1.7.1.3. 가계의 목적별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,Y,
0000000929,200Y143,"2.1.7.1.4. 가계의 목적별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,Y,
0000000928,0000000930,2.1.7.2. 가계의 형태별 최종소비지출,,N,
0000000930,200Y144,"2.1.7.2.1. 가계의 형태별 최종소비지출(계절조정, 명목, 분기)",Q,Y,
0000000930,200Y145,"2.1.7.2.2. 가계의 형태별 최종소비지출(계절조정, 실질, 분기)",Q,Y,
0000000930,200Y146,"2.1.7.2.3. 가계의 형태별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,Y,
0000000930,200Y147,"2.1.7.2.4. 가계의 형태별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,Y,
0000000928,0000000931,2.1.7.3. 가계에 봉사하는 비영리단체의 목적별 최종소비지출,,N,
0000000931,200Y148,"2.1.7.3.1. 가계에 봉사하는 비영리단체의 목적별 최종소비지출(원계열, 명목, 분기 및 연간)",Q,Y,
0000000931,200Y149,"2.1.7.3.2. 가계에 봉사하는 비영리단체의 목적별 최종소비지출(원계열, 실질, 분기 및 연간)",Q,Y,
0000000910,0000000932,2.1.8. 일반정부 및 공공부문계정,,N,
0000000932,200Y151,"2.1.8.1. 일반정부의 부문별 기능별 최종소비지출(명목, 연간)",A,Y,
0000000932,200Y152,"2.1.8.2. 일반정부의 부문별 기능별 총지출 (명목, 연간)",A,Y,
0000000932,200Y153,"2.1.8.3. 일반정부의 부문별 총수입, 총지출, 저축투자차액(명목, 연간)",A,Y,
0000000932,200Y154,"2.1.8.4. 공공부문의 부문별 총수입, 총지출, 저축투자차액(명목, 연간)",A,Y,
0000000910,0000000933,2.1.9. 총저축과 총투자,,N,
0000000933,200Y155,"2.1.9.1. 총저축과 총투자(계절조정, 명목, 분기)",Q,Y,
0000000933,200Y156,"2.1.9.2. 총저축과 총투자(원계열, 명목, 분기 및 연간)",Q,Y,
0000000910,0000000934,2.1.10. 정보통신 부가가치 및 최종수요,,N,
0000000934,200Y157,"2.1.10.1. 정보통신산업(계절조정, 실질, 분기)",Q,Y,
0000000934,200Y158,"2.1.10.2. 정보통신산업(원계열, 실질, 분기 및 연간)",Q,Y,
0000000910,0000000935,2.1.11. 가계분배계정(실험적 통계),,N,
0000000935,200Y159,"2.1.11.1. 가계분배계정(명목, 연간)",A,Y,
0000000066,0000000110,2.2. 산업연관표,,N,
0000000110,0000000901,2.2.1. 2020년 실측표 기준,,N,
0000000901,0000000902,2.2.1.1. 파일 다운로드,,N,
0000000902,271Y102,2023 연장표,A,Y,한국은행
0000000902,271Y103,2022 연장표,A,Y,한국은행
0000000902,271Y104,2021 연장표,A,Y,한국은행
0000000902,271Y105,2020 실측표,A,Y,한국은행
0000000902,271Y106,2020 지역표,A,Y,
0000000902,271Y108,2020 부문분류표,A,Y,
0000000902,271Y109,고용표,A,Y,
0000000901,0000000903,2.2.1.2. 데이터,,N,
0000000903,271Y110,"2.2.1.2.1. 투입산출표 총거래표(생산자가격, 대분류)",A,Y,
0000000903,271Y111,"2.2.1.2.2. 투입산출표 총투입계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y112,"2.2.1.2.3. 투입산출표 생산유발계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y113,"2.2.1.2.4. 투입산출표 수입유발계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y114,"2.2.1.2.5. 투입산출표 부가가치유발계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y115,"2.2.1.2.6. 투입산출표 취업유발계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y116,"2.2.1.2.7. 투입산출표 고용유발계수표(생산자가격, 대분류)",A,Y,
0000000903,271Y120,"2.2.1.2.8. 투입산출표 총거래표(생산자가격, 중분류)",A,Y,
0000000903,271Y121,"2.2.1.2.9. 투입산출표 총투입계수표(생산자가격, 중분류)",A,Y,
0000000903,271Y122,"2.2.1.2.10. 투입산출표 생산유발계수표(생산자가격, 중분류)",A,Y,
0000000903,271Y123,"2.2.1.2.11. 투입산출표 수입유발계수표(생산자가격, 중분류)",A,Y,
0000000903,271Y124,"2.2.1.2.12. 투입산출표 부가가치유발계수표(생산자가격, 중분류)",A,Y,
0000000903,271Y125,"2.2.1.2.13. 투입산출표 취업유발계수표(생산자가격, 중분류)",A,Y,
0000000903,271Y126,"2.2.1.2.14. 투입산출표 고용유발계수표(생산자가격, 중분류)",A,Y,
