origin_country,destination_country,export_value,origin_continent,destination_continent
BEL,CHL,178850.0,Europe,South America
BEL,CHN,282511.0,Europe,Asia
BEL,DEU,2397580.0,Europe,Europe
BEL,EGY,485359.0,Europe,Africa
BEL,ESP,86176.0,Europe,Europe
BEL,FRA,3331206.0,Europe,Europe
BEL,GBR,68651.0,Europe,Europe
BEL,GHA,3193.0,Europe,Africa
BEL,HKG,21114.0,Europe,Asia
BEL,HRV,2114.0,Europe,Europe
BEL,HUN,73109.0,Europe,Europe
BEL,IND,240453.0,Europe,Asia
BEL,ISR,43833.0,Europe,Asia
BEL,ITA,4692851.0,Europe,Europe
BEL,JPN,512483.0,Europe,Asia
BEL,KOR,546980.0,Europe,Asia
BEL,LUX,7656.0,Europe,Europe
BEL,LVA,474528.0,Europe,Europe
BEL,NLD,625591.0,Europe,Europe
BEL,NZL,1642.0,Europe,Oceania
BEL,PHL,1141.0,Europe,Asia
BEL,POL,125085.0,Europe,Europe
BEL,PRT,4120.0,Europe,Europe
BEL,ROU,1730.0,Europe,Europe
BEL,RUS,45363.0,Europe,Europe
BEL,SAU,251332.0,Europe,Asia
BEL,SVN,1496.0,Europe,Europe
BEL,SWE,88903.0,Europe,Europe
BEL,TUR,62679.0,Europe,Asia
BEL,TWN,99164.0,Europe,Asia
BEL,USA,7283233.0,Europe,North America
BGD,KOR,2756.0,Asia,Asia
BGR,BEL,2031.0,Europe,Europe
BGR,CZE,16273.0,Europe,Europe
BGR,ISR,27827.0,Europe,Asia
BGR,NLD,20133.0,Europe,Europe
BGR,SRB,996.0,Europe,Europe
BHS,USA,19176.0,North America,North America
BLR,RUS,184919.0,Europe,Europe
BRA,AGO,1295.0,South America,Africa
BRA,AUT,1444044.0,South America,Europe
BRA,CAN,18640.0,South America,North America
BRA,CHN,35723830.0,South America,Asia
BRA,CZE,589519.0,South America,Europe
BRA,DEU,4739976.0,South America,Europe
BRA,FRA,20729018.0,South America,Europe
BRA,GBR,21287.0,South America,Europe
BRA,IND,125076.0,South America,Asia
BRA,JPN,10509023.0,South America,Asia
BRA,NLD,42262484.0,South America,Europe
BRA,POL,757178.0,South America,Europe
BRA,SGP,1833602.0,South America,Asia
BRA,SWE,5102.0,South America,Europe
BRA,TWN,16804.0,South America,Asia
BRA,USA,110728252.0,South America,North America
BWA,ZAF,2563.0,Africa,Africa
CAN,ARE,2924.0,North America,Asia
CAN,AUS,82822.0,North America,Oceania
CAN,BEL,97305.0,North America,Europe
CAN,BMU,6064.0,North America,Europe
CAN,BRA,9963.0,North America,South America
CAN,CHN,1280140.0,North America,Asia
CAN,DEU,1277842.0,North America,Europe
CAN,EGY,565670.0,North America,Africa
CAN,ESP,1616.0,North America,Europe
CAN,FRA,3125.0,North America,Europe
CAN,GBR,304715.0,North America,Europe
CAN,HKG,607223.0,North America,Asia
CAN,IND,21216.0,North America,Asia
CAN,ISR,3618.0,North America,Asia
CAN,JPN,4768701.0,North America,Asia
CAN,KOR,9654.0,North America,Asia
CAN,NLD,4497.0,North America,Europe
CAN,POL,6142.0,North America,Europe
CAN,RUS,46020.0,North America,Europe
CAN,SWE,242044.0,North America,Europe
CAN,THA,24695.0,North America,Asia
CAN,TWN,760842.0,North America,Asia
CAN,USA,9777560.0,North America,North America
CAN,VNM,14777.0,North America,Asia
CHE,AUS,36307.0,Europe,Oceania
CHE,AUT,386320.0,Europe,Europe
CHE,BEL,147466.0,Europe,Europe
CHE,BGR,5779.0,Europe,Europe
CHE,BLR,4359.0,Europe,Europe
CHE,CAN,469206.0,Europe,North America
CHE,CHN,130858.0,Europe,Asia
CHE,CZE,16341.0,Europe,Europe
CHE,DEU,1419365.0,Europe,Europe
CHE,ESP,3109.0,Europe,Europe
CHE,FIN,2507.0,Europe,Europe
CHE,FRA,108082.0,Europe,Europe
CHE,GBR,192897.0,Europe,Europe
CHE,GRC,4158.0,Europe,Europe
CHE,IND,2176.0,Europe,Asia
CHE,ISR,8208.0,Europe,Asia
CHE,ITA,7718.0,Europe,Europe
CHE,JPN,17089.0,Europe,Asia
CHE,KOR,6957.0,Europe,Asia
CHE,MYS,27317.0,Europe,Asia
CHE,NLD,132436.0,Europe,Europe
CHE,POL,4424.0,Europe,Europe
CHE,SGP,50861.0,Europe,Asia
CHE,SWE,3002.0,Europe,Europe
CHE,THA,29706.0,Europe,Asia
CHE,TUR,43592.0,Europe,Asia
CHE,TWN,139930.0,Europe,Asia
CHE,USA,1373520.0,Europe,North America
CHL,CHN,2014452.0,South America,Asia
CHL,DEU,346589.0,South America,Europe
CHL,GBR,272666.0,South America,Europe
CHL,IND,177337.0,South America,Asia
CHL,JPN,34061.0,South America,Asia
CHL,KOR,23892.0,South America,Asia
CHL,NLD,9512.0,South America,Europe
CHL,TWN,114517.0,South America,Asia
CHL,USA,89975512.0,South America,North America
CHN,AGO,1362.0,Asia,Africa
CHN,ARE,3678722.0,Asia,Asia
CHN,ARG,4993.0,Asia,South America
CHN,AUS,742995.0,Asia,Oceania
CHN,AUT,416384.0,Asia,Europe
CHN,BDI,32109.0,Asia,Africa
CHN,BEL,8577051.0,Asia,Europe
CHN,BGR,341666.0,Asia,Europe
CHN,BHR,971335.0,Asia,Asia
CHN,BRA,1004627.0,Asia,South America
CHN,CAN,5876277.0,Asia,North America
CHN,CHE,610739.0,Asia,Europe
CHN,CHL,220651.0,Asia,South America
CHN,COL,2179986.0,Asia,South America
CHN,CZE,118781.0,Asia,Europe
CHN,DEU,10472830.0,Asia,Europe
CHN,DOM,1163.0,Asia,North America
CHN,EGY,2937940.0,Asia,Africa
CHN,ESP,1262896.0,Asia,Europe
CHN,EST,141744.0,Asia,Europe
CHN,FIN,5698099.0,Asia,Europe
CHN,FRA,604945.0,Asia,Europe
CHN,GBR,5530480.0,Asia,Europe
CHN,GRC,117524.0,Asia,Europe
CHN,HKG,4127360.0,Asia,Asia
CHN,HRV,4048.0,Asia,Europe
CHN,HUN,256941.0,Asia,Europe
CHN,IDN,95572.0,Asia,Asia
CHN,IND,1624768.0,Asia,Asia
CHN,IRL,115000.0,Asia,Europe
CHN,ISR,179452.0,Asia,Asia
CHN,ITA,1187742.0,Asia,Europe
CHN,JPN,35164661.0,Asia,Asia
CHN,KAZ,75805.0,Asia,Asia
CHN,KOR,13437347.0,Asia,Asia
CHN,LTU,6049.0,Asia,Europe
CHN,LVA,3116.0,Asia,Europe
CHN,MDV,21530.0,Asia,Asia
CHN,MEX,211983.0,Asia,North America
CHN,MYS,6538117.0,Asia,Asia
CHN,NLD,3127177.0,Asia,Europe
CHN,NOR,337462.0,Asia,Europe
CHN,NZL,361619.0,Asia,Oceania
CHN,PAK,19287.0,Asia,Asia
CHN,PER,10054.0,Asia,South America
CHN,PHL,1652.0,Asia,Asia
CHN,POL,447843.0,Asia,Europe
CHN,PRT,1270.0,Asia,Europe
CHN,QAT,171679.0,Asia,Asia
CHN,ROU,682531.0,Asia,Europe
CHN,RUS,5025165.0,Asia,Europe
CHN,SAU,123702.0,Asia,Asia
CHN,SGP,1382109.0,Asia,Asia
CHN,SVK,4508.0,Asia,Europe
CHN,SVN,40295.0,Asia,Europe
CHN,SWE,358529.0,Asia,Europe
CHN,THA,1341258.0,Asia,Asia
CHN,TUN,53306.0,Asia,Africa
CHN,TUR,313466.0,Asia,Asia
CHN,TWN,2696770.0,Asia,Asia
CHN,UKR,34323.0,Asia,Europe
CHN,USA,35181968.0,Asia,North America
CHN,UZB,6505.0,Asia,Asia
CHN,VNM,319816.0,Asia,Asia
CHN,ZAF,391240.0,Asia,Africa
CRI,TWN,280131.0,North America,Asia
CYP,SWE,15203.0,Asia,Europe
CZE,AUT,14847.0,Europe,Europe
CZE,BEL,163044.0,Europe,Europe
CZE,BGR,1824.0,Europe,Europe
CZE,BRA,15675.0,Europe,South America
CZE,CHE,7732.0,Europe,Europe
CZE,CHN,11505.0,Europe,Asia
CZE,DEU,792383.0,Europe,Europe
CZE,EST,1654.0,Europe,Europe
CZE,FRA,49002.0,Europe,Europe
CZE,GBR,1200.0,Europe,Europe
CZE,HRV,13598.0,Europe,Europe
CZE,HUN,6080.0,Europe,Europe
CZE,ITA,10239.0,Europe,Europe
CZE,LTU,2403.0,Europe,Europe
CZE,LVA,1219.0,Europe,Europe
CZE,NLD,34074.0,Europe,Europe
CZE,POL,11973.0,Europe,Europe
CZE,SVK,422867.0,Europe,Europe
CZE,SVN,42399.0,Europe,Europe
CZE,SWE,15510.0,Europe,Europe
CZE,TWN,13968.0,Europe,Asia
CZE,USA,21585.0,Europe,North America
DEU,ARE,960064.0,Europe,Asia
DEU,ARG,1615.0,Europe,South America
DEU,AUS,3399004.0,Europe,Oceania
DEU,AUT,5639663.0,Europe,Europe
DEU,AZE,984.0,Europe,Asia
DEU,BEL,995374.0,Europe,Europe
DEU,BGR,158830.0,Europe,Europe
DEU,BHR,86757.0,Europe,Asia
DEU,BLR,4390.0,Europe,Europe
DEU,BRA,506266.0,Europe,South America
DEU,CAN,996137.0,Europe,North America
DEU,CHE,1815011.0,Europe,Europe
DEU,CHL,7967.0,Europe,South America
DEU,CHN,8958028.0,Europe,Asia
DEU,COD,3358.0,Europe,Africa
DEU,CYP,1359.0,Europe,Asia
DEU,CZE,904634.0,Europe,Europe
DEU,DNK,45321.0,Europe,Europe
DEU,DZA,2974.0,Europe,Africa
DEU,EGY,551156.0,Europe,Africa
DEU,ESP,215165.0,Europe,Europe
DEU,EST,703783.0,Europe,Europe
DEU,FIN,29128.0,Europe,Europe
DEU,FRA,3905301.0,Europe,Europe
DEU,GBR,21798690.0,Europe,Europe
DEU,GHA,1609.0,Europe,Africa
DEU,GRC,265729.0,Europe,Europe
DEU,HKG,745187.0,Europe,Asia
DEU,HRV,1008.0,Europe,Europe
DEU,HUN,878011.0,Europe,Europe
DEU,IDN,56480.0,Europe,Asia
DEU,IND,646004.0,Europe,Asia
DEU,IRL,31978.0,Europe,Europe
DEU,ISL,117767.0,Europe,Europe
DEU,ISR,244965.0,Europe,Asia
DEU,ITA,5305780.0,Europe,Europe
DEU,JPN,8276512.0,Europe,Asia
DEU,KAZ,6737076.0,Europe,Asia
DEU,KHM,1330.0,Europe,Asia
DEU,KOR,936799.0,Europe,Asia
DEU,KWT,1289.0,Europe,Asia
DEU,LTU,63684.0,Europe,Europe
DEU,LUX,61366.0,Europe,Europe
DEU,LVA,34446.0,Europe,Europe
DEU,MDA,29251.0,Europe,Europe
DEU,MDV,74922.0,Europe,Asia
DEU,MEX,398295.0,Europe,North America
DEU,MYS,180810.0,Europe,Asia
DEU,NLD,1772636.0,Europe,Europe
DEU,NOR,425879.0,Europe,Europe
DEU,NZL,3689.0,Europe,Oceania
DEU,OMN,49281.0,Europe,Asia
DEU,PAK,2689.0,Europe,Asia
DEU,PER,16793.0,Europe,South America
DEU,POL,1032090.0,Europe,Europe
DEU,PRT,198563.0,Europe,Europe
DEU,QAT,1205.0,Europe,Asia
DEU,ROU,1214051.0,Europe,Europe
DEU,RUS,808779.0,Europe,Europe
DEU,SAU,49299.0,Europe,Asia
DEU,SGP,93294.0,Europe,Asia
DEU,SLV,319570.0,Europe,North America
DEU,SRB,219673.0,Europe,Europe
DEU,SVK,791492.0,Europe,Europe
DEU,SVN,75446.0,Europe,Europe
DEU,SWE,1319518.0,Europe,Europe
DEU,THA,205262.0,Europe,Asia
DEU,TUN,1098.0,Europe,Africa
DEU,TUR,676920.0,Europe,Asia
DEU,TWN,608368.0,Europe,Asia
DEU,USA,32292476.0,Europe,North America
DEU,VNM,1573.0,Europe,Asia
DEU,ZAF,238011.0,Europe,Africa
DNK,DEU,79227.0,Europe,Europe
DNK,GBR,25921.0,Europe,Europe
DNK,HKG,5220.0,Europe,Asia
DNK,KOR,1862.0,Europe,Asia
DNK,LUX,1319.0,Europe,Europe
DNK,NLD,67777.0,Europe,Europe
DNK,NOR,16510.0,Europe,Europe
DNK,TUR,1200.0,Europe,Asia
DNK,USA,19262.0,Europe,North America
DOM,TWN,29989.0,North America,Asia
ECU,TWN,74463.0,South America,Asia
EGY,GBR,34879.0,Africa,Europe
EGY,GHA,11682.0,Africa,Africa
ESP,ARE,174139.0,Europe,Asia
ESP,AUT,425974.0,Europe,Europe
ESP,BEL,2892.0,Europe,Europe
ESP,BGR,1319.0,Europe,Europe
ESP,BHR,197658.0,Europe,Asia
ESP,BRA,3306.0,Europe,South America
ESP,CAN,1890.0,Europe,North America
ESP,CHE,61592.0,Europe,Europe
ESP,CUB,60347.0,Europe,North America
ESP,DEU,1193094.0,Europe,Europe
ESP,EST,26643.0,Europe,Europe
ESP,FIN,378358.0,Europe,Europe
ESP,FRA,760381.0,Europe,Europe
ESP,GBR,3695832.0,Europe,Europe
ESP,GRC,1938.0,Europe,Europe
ESP,HKG,33047.0,Europe,Asia
ESP,HRV,51618.0,Europe,Europe
ESP,HUN,215829.0,Europe,Europe
ESP,ITA,204023.0,Europe,Europe
ESP,LVA,234640.0,Europe,Europe
ESP,MAR,1050.0,Europe,Africa
ESP,NLD,40442.0,Europe,Europe
ESP,NOR,55356.0,Europe,Europe
ESP,POL,50987.0,Europe,Europe
ESP,PRT,94286.0,Europe,Europe
ESP,ROU,142552.0,Europe,Europe
ESP,RUS,76280.0,Europe,Europe
ESP,SAU,217792.0,Europe,Asia
ESP,SRB,44985.0,Europe,Europe
ESP,SVN,304822.0,Europe,Europe
ESP,TWN,912111.0,Europe,Asia
ESP,USA,892202.0,Europe,North America
ESP,ZAF,536748.0,Europe,Africa
EST,AUT,931666.0,Europe,Europe
EST,BEL,3189568.0,Europe,Europe
EST,CHN,5940582.0,Europe,Asia
EST,DEU,1970573.0,Europe,Europe
EST,ESP,36309.0,Europe,Europe
EST,FRA,676207.0,Europe,Europe
EST,GBR,2993806.0,Europe,Europe
EST,IND,8129.0,Europe,Asia
EST,ITA,1167318.0,Europe,Europe
EST,JPN,6224468.0,Europe,Asia
EST,KOR,790951.0,Europe,Asia
EST,LTU,5612.0,Europe,Europe
EST,LVA,13845.0,Europe,Europe
EST,SWE,156007.0,Europe,Europe
EST,USA,3142008.0,Europe,North America
ETH,CHN,14163.0,Africa,Asia
FIN,DEU,88619.0,Europe,Europe
FIN,EST,51215.0,Europe,Europe
FIN,LTU,3363.0,Europe,Europe
FIN,NLD,5395.0,Europe,Europe
FIN,RUS,19406.0,Europe,Europe
FIN,SWE,64666.0,Europe,Europe
FIN,TWN,8474.0,Europe,Asia
FRA,ARE,18207.0,Europe,Asia
FRA,AUS,4622819.0,Europe,Oceania
FRA,AUT,5166137.0,Europe,Europe
FRA,BEL,3417472.0,Europe,Europe
FRA,BFA,4965.0,Europe,Africa
FRA,BGR,9676.0,Europe,Europe
FRA,BRA,953162.0,Europe,South America
FRA,CAN,4887124.0,Europe,North America
FRA,CHE,139184.0,Europe,Europe
FRA,CHL,1109.0,Europe,South America
FRA,CHN,1518708.0,Europe,Asia
FRA,COG,986.0,Europe,Africa
FRA,COL,1659.0,Europe,South America
FRA,CZE,541697.0,Europe,Europe
FRA,DEU,19369212.0,Europe,Europe
FRA,DNK,2130.0,Europe,Europe
FRA,ESP,2703231.0,Europe,Europe
FRA,FIN,13128.0,Europe,Europe
FRA,GBR,12338788.0,Europe,Europe
FRA,GRC,23013.0,Europe,Europe
FRA,HKG,80424.0,Europe,Asia
FRA,HUN,49000.0,Europe,Europe
FRA,IND,2168801.0,Europe,Asia
FRA,IRL,276840.0,Europe,Europe
FRA,ISL,2333.0,Europe,Europe
FRA,ISR,4075.0,Europe,Asia
FRA,ITA,4251339.0,Europe,Europe
FRA,JPN,15665473.0,Europe,Asia
FRA,KOR,732101.0,Europe,Asia
FRA,LTU,14823.0,Europe,Europe
FRA,LUX,1037.0,Europe,Europe
FRA,LVA,4336.0,Europe,Europe
FRA,MAR,7941.0,Europe,Africa
FRA,MEX,155307.0,Europe,North America
FRA,MYS,28826.0,Europe,Asia
FRA,NLD,479478.0,Europe,Europe
FRA,NOR,7292.0,Europe,Europe
FRA,PAK,72177.0,Europe,Asia
FRA,POL,581327.0,Europe,Europe
FRA,PRT,61127.0,Europe,Europe
FRA,ROU,220995.0,Europe,Europe
FRA,RUS,16365.0,Europe,Europe
FRA,SAU,721687.0,Europe,Asia
FRA,SGP,344957.0,Europe,Asia
FRA,SVN,3088.0,Europe,Europe
FRA,SWE,182592.0,Europe,Europe
FRA,TTO,4738.0,Europe,North America
FRA,TUN,13493.0,Europe,Africa
FRA,TUR,229930.0,Europe,Asia
FRA,TWN,1310327.0,Europe,Asia
FRA,UKR,62884.0,Europe,Europe
FRA,USA,38099526.0,Europe,North America
FRA,ZAF,1389436.0,Europe,Africa
GBR,ARE,387690.0,Europe,Asia
GBR,ARG,54616.0,Europe,South America
GBR,AUS,4198405.0,Europe,Oceania
GBR,AUT,1934089.0,Europe,Europe
GBR,BEL,2758906.0,Europe,Europe
GBR,BGR,49159.0,Europe,Europe
GBR,BHR,2064.0,Europe,Asia
GBR,BRA,2470209.0,Europe,South America
GBR,CAN,601701.0,Europe,North America
GBR,CHE,101557.0,Europe,Europe
GBR,CHN,1717530.0,Europe,Asia
GBR,COG,20337.0,Europe,Africa
GBR,COL,28575.0,Europe,South America
GBR,CYP,36958.0,Europe,Asia
GBR,CZE,62541.0,Europe,Europe
GBR,DEU,7136095.0,Europe,Europe
GBR,DNK,43774.0,Europe,Europe
GBR,EGY,2271.0,Europe,Africa
GBR,ESP,2544907.0,Europe,Europe
GBR,EST,22069.0,Europe,Europe
GBR,FIN,21419.0,Europe,Europe
GBR,FRA,6062673.0,Europe,Europe
GBR,GHA,1723.0,Europe,Africa
GBR,GRC,14857.0,Europe,Europe
GBR,HKG,373661.0,Europe,Asia
GBR,HRV,12428.0,Europe,Europe
GBR,HUN,5339.0,Europe,Europe
GBR,IDN,1057480.0,Europe,Asia
GBR,IND,2665022.0,Europe,Asia
GBR,IRL,781810.0,Europe,Europe
GBR,ISL,72637.0,Europe,Europe
GBR,ISR,16038.0,Europe,Asia
GBR,ITA,1935487.0,Europe,Europe
GBR,JPN,7943394.0,Europe,Asia
GBR,KOR,7936898.0,Europe,Asia
GBR,KWT,3785.0,Europe,Asia
GBR,LTU,73272.0,Europe,Europe
GBR,LUX,5169.0,Europe,Europe
GBR,MEX,1083675.0,Europe,North America
GBR,MYS,246872.0,Europe,Asia
GBR,NGA,20204.0,Europe,Africa
GBR,NLD,719348.0,Europe,Europe
GBR,NOR,343401.0,Europe,Europe
GBR,NZL,65256.0,Europe,Oceania
GBR,PAK,12118.0,Europe,Asia
GBR,PER,15157.0,Europe,South America
GBR,PHL,90543.0,Europe,Asia
GBR,POL,332369.0,Europe,Europe
GBR,PRT,91466.0,Europe,Europe
GBR,ROU,559073.0,Europe,Europe
GBR,RUS,9282.0,Europe,Europe
GBR,SAU,28538.0,Europe,Asia
GBR,SGP,327868.0,Europe,Asia
GBR,SRB,3366.0,Europe,Europe
GBR,SVK,13124.0,Europe,Europe
GBR,SVN,10110.0,Europe,Europe
GBR,SWE,2199666.0,Europe,Europe
GBR,THA,250021.0,Europe,Asia
GBR,TUN,925.0,Europe,Africa
GBR,TUR,151552.0,Europe,Asia
GBR,TWN,2640005.0,Europe,Asia
GBR,USA,49864521.0,Europe,North America
GBR,ZAF,184716.0,Europe,Africa
GHA,CIV,1052.0,Africa,Africa
GRC,TWN,25742.0,Europe,Asia
HKG,BEL,62490.0,Asia,Europe
HKG,CHE,68925.0,Asia,Europe
HKG,CHN,3218957.0,Asia,Asia
HKG,DEU,686553.0,Asia,Europe
HKG,FRA,13638.0,Asia,Europe
HKG,GBR,41350.0,Asia,Europe
HKG,HRV,3504.0,Asia,Europe
HKG,IDN,5567.0,Asia,Asia
HKG,IND,276164.0,Asia,Asia
HKG,ISR,31357.0,Asia,Asia
HKG,JPN,1550528.0,Asia,Asia
HKG,KOR,917994.0,Asia,Asia
HKG,MYS,147235.0,Asia,Asia
HKG,NLD,1354615.0,Asia,Europe
HKG,PRT,5203.0,Asia,Europe
HKG,RUS,60907.0,Asia,Europe
HKG,SGP,321304.0,Asia,Asia
HKG,SVN,11015.0,Asia,Europe
HKG,TWN,2398365.0,Asia,Asia
HKG,USA,235989.0,Asia,North America
HKG,ZAF,5963.0,Asia,Africa
HRV,DEU,40930.0,Europe,Europe
HRV,SVN,11293.0,Europe,Europe
HUN,AUT,23254.0,Europe,Europe
HUN,DEU,58381.0,Europe,Europe
HUN,GBR,212939.0,Europe,Europe
HUN,ITA,1231.0,Europe,Europe
HUN,POL,8120.0,Europe,Europe
HUN,SVK,6647.0,Europe,Europe
IDN,CHN,10738769.0,Asia,Asia
IDN,GTM,900.0,Asia,North America
IND,ARE,13950.0,Asia,Asia
IND,AUS,1587.0,Asia,Oceania
IND,BEL,1128.0,Asia,Europe
IND,BRA,44947.0,Asia,South America
IND,CHN,274859.0,Asia,Asia
IND,CZE,3867.0,Asia,Europe
IND,DEU,3526.0,Asia,Europe
IND,EGY,1709.0,Asia,Africa
IND,ESP,1878.0,Asia,Europe
IND,GBR,6722.0,Asia,Europe
IND,IDN,2140.0,Asia,Asia
IND,ISR,4342.0,Asia,Asia
IND,JAM,1335.0,Asia,North America
IND,KEN,9224.0,Asia,Africa
IND,MYS,8498.0,Asia,Asia
IND,NPL,1527.0,Asia,Asia
IND,PAK,5112.0,Asia,Asia
IND,PER,240273.0,Asia,South America
IND,PHL,6153.0,Asia,Asia
IND,RUS,1002.0,Asia,Europe
IND,SAU,24769.0,Asia,Asia
IND,TWN,27223.0,Asia,Asia
IND,USA,861500.0,Asia,North America
IRL,ARE,2233.0,Europe,Asia
IRL,CAN,1919.0,Europe,North America
IRL,CHN,4841815.0,Europe,Asia
IRL,GBR,1104298.0,Europe,Europe
IRL,SGP,1040.0,Europe,Asia
IRL,USA,8478.0,Europe,North America
ISR,CAN,5430.0,Asia,North America
ISR,CHN,88685.0,Asia,Asia
ISR,DEU,65797.0,Asia,Europe
ISR,GBR,24350.0,Asia,Europe
ISR,JPN,2787.0,Asia,Asia
ISR,RUS,7978.0,Asia,Europe
ISR,SGP,9528.0,Asia,Asia
ISR,TWN,621423.0,Asia,Asia
ISR,USA,3411.0,Asia,North America
ITA,ARE,8297.0,Europe,Asia
ITA,ARG,5758.0,Europe,South America
ITA,AUT,1175.0,Europe,Europe
ITA,AZE,2194.0,Europe,Asia
ITA,BEL,3733.0,Europe,Europe
ITA,BGR,1093.0,Europe,Europe
ITA,BIH,8357.0,Europe,Europe
ITA,BOL,5618.0,Europe,South America
ITA,BRA,1100.0,Europe,South America
ITA,CAN,1245.0,Europe,North America
ITA,CHE,7957.0,Europe,Europe
ITA,CHL,3649.0,Europe,South America
ITA,CHN,3820.0,Europe,Asia
ITA,CPV,826.0,Europe,Africa
ITA,CZE,5123.0,Europe,Europe
ITA,DEU,1121752.0,Europe,Europe
ITA,EGY,33673.0,Europe,Africa
ITA,ESP,14046.0,Europe,Europe
ITA,FRA,13886.0,Europe,Europe
ITA,GBR,81798.0,Europe,Europe
ITA,GRC,22220.0,Europe,Europe
ITA,HKG,6472.0,Europe,Asia
ITA,IND,39416.0,Europe,Asia
ITA,ISR,4686.0,Europe,Asia
ITA,KAZ,29513.0,Europe,Asia
ITA,LTU,2455.0,Europe,Europe
ITA,MNE,956.0,Europe,Europe
ITA,NLD,16598.0,Europe,Europe
ITA,PER,4251.0,Europe,South America
ITA,POL,6904.0,Europe,Europe
ITA,PRT,20430.0,Europe,Europe
ITA,ROU,357082.0,Europe,Europe
ITA,RUS,43211.0,Europe,Europe
ITA,SAU,4113.0,Europe,Asia
ITA,SGP,8049.0,Europe,Asia
ITA,SVN,23596.0,Europe,Europe
ITA,SWE,3727.0,Europe,Europe
ITA,THA,46090.0,Europe,Asia
ITA,TUR,163101.0,Europe,Asia
ITA,TWN,84259.0,Europe,Asia
ITA,USA,460913.0,Europe,North America
JPN,AUS,24580.0,Asia,Oceania
JPN,AUT,4510.0,Asia,Europe
JPN,BEL,48517.0,Asia,Europe
JPN,BRA,51294.0,Asia,South America
JPN,CAN,6772.0,Asia,North America
JPN,CHE,178856.0,Asia,Europe
JPN,CHN,4022873.0,Asia,Asia
JPN,CRI,1612.0,Asia,North America
JPN,CZE,17249.0,Asia,Europe
JPN,DEU,705000.0,Asia,Europe
JPN,FIN,79453.0,Asia,Europe
JPN,FRA,564154.0,Asia,Europe
JPN,GBR,183946.0,Asia,Europe
JPN,HKG,546917.0,Asia,Asia
JPN,HUN,24407.0,Asia,Europe
JPN,IDN,1063153.0,Asia,Asia
JPN,IND,307340.0,Asia,Asia
JPN,ISR,16589.0,Asia,Asia
JPN,ITA,61984.0,Asia,Europe
JPN,KOR,6045615.0,Asia,Asia
JPN,MEX,48297.0,Asia,North America
JPN,MYS,1313297.0,Asia,Asia
JPN,NLD,18030.0,Asia,Europe
JPN,NZL,1513.0,Asia,Oceania
JPN,PAN,2843.0,Asia,North America
JPN,PHL,126745.0,Asia,Asia
JPN,RUS,256584.0,Asia,Europe
JPN,SAU,2137.0,Asia,Asia
JPN,SGP,577795.0,Asia,Asia
JPN,THA,1493916.0,Asia,Asia
JPN,TUR,3174.0,Asia,Asia
JPN,TWN,15626576.0,Asia,Asia
JPN,USA,3096262.0,Asia,North America
JPN,VNM,148443.0,Asia,Asia
KAZ,AUT,153041.0,Asia,Europe
KAZ,CHN,8257690.0,Asia,Asia
KAZ,COL,3251.0,Asia,South America
