file	num_segments	speech_seconds	num_words	video_seconds
Kino162C.1.mpg	2	0.00	3	380
Kino163.1.mpg	9	0.00	17	882
Kino164A.1.mpg	8	12.56	22	723
Kino164B.1.mpg	1	0.00	5	616
Kino164C.1.mpg	6	0.00	11	611
Kino165.1.mpg	13	158.88	107	1014
Kino166A.1.mpg	1	0.00	2	620
Kino166B.1.mpg	3	0.00	6	493
Kino168B.1.mpg	3	0.00	5	729
Kino168D.1.mpg	5	24.28	13	783
Kino168E.1.mpg	2	0.00	3	599
Kino169.1.mpg	16	5.40	28	686
Kino170.1.mpg	12	98.40	26	824
Kino171.1.mpg	18	0.24	31	830
Kino172.1.mpg	12	0.08	24	842
Kino173.1.mpg	13	0.56	19	623
Kino174A.1.mpg	4	0.00	6	778
Kino174B.1.mpg	5	0.00	12	764
Kino175.1.mpg	24	36.28	93	513
Kino176.1.mpg	6	8.56	34	724
Kino178A.1.mpg	2	0.00	3	649
Kino179A.1.mpg	1	12.48	29	574
Kino180.1.mpg	1	9.76	3	306
Kino182A.1.mpg	3	0.72	9	468
Kino182B.1.mpg	1	0.28	7	624
Kino184.1.mpg	11	3.28	236	831
Kino186.1.mpg	18	1.00	35	552
Kino187.1.mpg	28	0.24	52	670
Kino188.1.mpg	36	0.20	66	679
Kino189.1.mpg	18	237.36	35	818
Kino19.1.mpg	1	14.92	6	382
Kino190A.1.mpg	1	19.24	16	593
Kino190C.1.mpg	4	0.00	8	520
Kino191.1.mpg	2	15.80	4	637
Kino192.1.mpg	3	21.08	5	529
Kino193.1.mpg	17	54.28	103	652
Kino194A.1.mpg	14	44.92	50	648
Kino194B.1.mpg	5	7.76	12	626
Kino197A.1.mpg	5	15.72	28	691
Kino197B.1.mpg	2	8.88	2	833
Kino197C.1.mpg	1	3.16	1	640
Kino197D.1.mpg	3	6.60	6	700
Kino198.1.mpg	24	9.68	60	749
Kino20.1.mpg	1	0.00	1	499
Kino200.1.mpg	3	18.76	15	731
Kino201.1.mpg	7	41.48	37	694
Kino202.1.mpg	1	0.60	2	730
Kino203A.1.mpg	25	12.24	272	968
Kino203B.1.mpg	35	24.24	408	1193
Kino204.1.mpg	3	0.72	21	1205
Kino205.1.mpg	14	8.80	112	763
Kino206.1.mpg	20	13.20	203	861
Kino207.1.mpg	9	0.68	50	734
Kino208.1.mpg	36	241.56	316	995
Kino209.1.mpg	7	0.68	15	905
Kino21.1.mpg	1	0.00	2	631
Kino210.1.mpg	20	10.28	225	1107
Kino213A.1.mpg	2	0.60	6	932
Kino213B.1.mpg	4	1.24	14	903
Kino214.1.mpg	7	12.44	15	760
Kino215.1.mpg	2	18.80	14	608
Kino216.1.mpg	49	8.52	75	314
Kino217.1.mpg	31	10.96	314	578
Kino218A.1.mpg	17	52.60	111	475
Kino218B.1.mpg	16	9.00	146	494
Kino219.1.mpg	37	10.16	316	846
Kino22.1.mpg	3	0.12	5	436
Kino220.1.mpg	1	21.32	10	898
Kino221A-E.1.mpg	19	128.28	192	2986
Kino222.1.mpg	1	66.12	1	876
Kino223.1.mpg	1	31.36	2	585
Kino224.1.mpg	1	44.16	4	789
Kino225.1.mpg	1	46.28	7	605
Kino226.1.mpg	1	28.04	2	909
Kino227A.1.mpg	1	57.80	2	590
Kino229.1.mpg	10	41.28	23	630
Kino23.1.mpg	11	0.56	16	640
Kino233.1.mpg	1	20.56	5	419
Kino234A.1.mpg	5	2.64	54	602
Kino234B.1.mpg	11	7.20	114	748
Kino235A-B.1.mpg	10	19.56	64	947
Kino238.1.mpg	1	0.64	4	737
Kino24.1.mpg	7	0.32	14	680
Kino241.1.mpg	4	46.24	37	889
Kino242.1.mpg	2	52.00	20	720
Kino243.1.mpg	2	49.84	8	925
Kino244.1.mpg	1	9.16	5	955
Kino246.1.mpg	1	3.48	3	561
Kino249.1.mpg	1	57.20	5	780
Kino25.1.mpg	3	0.40	5	576
Kino250.1.mpg	1	18.84	12	633
Kino252.1.mpg	2	30.60	23	669
Kino253.1.mpg	1	19.20	6	739
Kino255.1.mpg	1	0.00	2	863
Kino257.1.mpg	1	29.48	2	575
Kino258.1.mpg	1	4.04	3	502
Kino26.1.mpg	3	1.56	18	433
Kino260.1.mpg	26	15.16	185	731
Kino262.1.mpg	6	148.16	28	1036
Kino264.1.mpg	2	32.52	11	623
Kino266.1.mpg	5	7.96	20	674
Kino267.1.mpg	1	38.00	3	643
Kino268.1.mpg	1	9.36	18	658
Kino269.1.mpg	1	41.96	3	704
Kino27.1.mpg	11	17.28	104	542
Kino270.1.mpg	2	43.08	4	609
Kino273.1.mpg	1	55.04	9	677
Kino274A.1.mpg	1	50.88	2	550
Kino276A.1.mpg	1	4.08	1	482
Kino277.1.mpg	1	7.04	11	744
Kino278.1.mpg	1	18.16	2	661
Kino28.1.mpg	2	0.00	3	526
Kino281.1.mpg	2	24.52	3	645
Kino282.1.mpg	1	28.40	1	453
Kino284.1.mpg	2	67.08	5	660
Kino286.1.mpg	2	66.52	3	567
Kino29.1.mpg	11	6.44	64	531
Kino291A-B.1.mpg	1	2.56	1	1072
Kino292.1.mpg	2	19.28	12	749
Kino295A-B.1.mpg	3	35.84	12	1149
Kino296A-D.1.mpg	2	11.40	9	1968
Kino297A-D.1.mpg	1	85.80	27	2067
Kino298A-E.1.mpg	9	20.88	78	2817
Kino298E.1.mpg	7	15.92	63	654
Kino299A-B.1.mpg	2	34.92	12	1241
Kino2B.1.mpg	15	0.40	21	718
Kino3.1.mpg	23	1.20	81	644
Kino300.1.mpg	9	5.08	181	745
Kino302A-B.1.mpg	1	19.16	2	1078
Kino303AB.1.mpg	4	145.48	42	1017
Kino304.1.mpg	10	14.44	70	590
Kino305.1.mpg	18	7.16	164	636
Kino306A-D.1.mpg	3	91.96	40	2648
Kino307.1.mpg	13	0.24	17	379
Kino308.1.mpg	1	0.00	1	691
Kino309.1.mpg	1	54.16	6	601
Kino31.1.mpg	1	61.36	6	758
Kino310A-B.1.mpg	4	17.52	11	915
Kino311A.1.mpg	2	14.20	16	551
Kino311B.1.mpg	5	33.40	48	708
Kino312A.1.mpg	10	67.84	76	834
Kino312B.1.mpg	18	5.64	113	623
Kino312C.1.mpg	11	55.52	82	454
Kino313A.1.mpg	3	78.08	7	565
Kino313B.1.mpg	2	8.52	24	826
Kino314.1.mpg	28	21.72	323	914
Kino315.1.mpg	22	10.76	189	703
Kino316.1.mpg	1	4.12	5	782
Kino317.1.mpg	8	27.16	48	549
Kino319A.1.mpg	1	38.64	26	594
Kino320A-B.1.mpg	1	47.40	6	784
Kino321A-B.1.mpg	1	33.52	3	728
Kino322A-B.1.mpg	2	11.08	5	1324
Kino323A-B.1.mpg	2	7.92	4	888
Kino325A-B.1.mpg	2	46.72	17	1180
Kino326.1.mpg	1	18.72	1	946
Kino327A-C.1.mpg	2	9.64	6	1534
Kino328.1.mpg	1	2.04	3	1637
Kino33.1.mpg	12	229.36	105	604
Kino331.1.mpg	29	27.20	386	562
Kino338.1.mpg	3	1.36	41	802
Kino339.1.mpg	18	19.12	144	1128
Kino34.1.mpg	7	0.00	9	566
Kino342.1.mpg	1	6.40	34	949
Kino345.1.mpg	21	251.60	446	596
Kino346-1.1.mpg	24	70.04	172	965
Kino346-2.1.mpg	12	164.52	86	918
Kino346.1.mpg	18	73.56	114	764
Kino349.1.mpg	3	23.40	35	510
Kino35.1.mpg	7	0.00	12	477
Kino350.1.mpg	1	0.00	2	253
Kino38.1.mpg	1	0.00	2	626
Kino39A-B.1.mpg	2	0.00	3	1149
Kino4.1.mpg	1	0.00	2	606
Kino40.1.mpg	1	44.72	1	925
Kino42.1.mpg	27	15.28	230	535
Kino46.1.mpg	1	59.72	1	730
Kino47.1.mpg	2	8.52	16	649
Kino49.1.mpg	1	25.88	4	960
Kino5.1.mpg	1	0.00	2	693
Kino52.1.mpg	44	33.56	784	916
Kino53B.1.mpg	2	0.00	3	411
Kino56A.1.mpg	1	0.04	1	902
Kino56B.1.mpg	5	0.12	5	991
Kino57.1.mpg	6	0.84	6	998
Kino58A.1.mpg	15	82.08	57	621
Kino58B.1.mpg	4	0.60	4	898
Kino59.1.mpg	2	2.08	3	661
Kino6.1.mpg	3	0.28	6	944
Kino60.1.mpg	10	0.96	72	787
Kino62.1.mpg	3	13.92	13	691
Kino64.1.mpg	25	20.44	249	614
Kino65.1.mpg	29	20.72	388	735
Kino66.1.mpg	1	0.00	1	642
Kino68A.1.mpg	1	1.80	5	618
Kino69.1.mpg	1	3.04	7	803
Kino7.1.mpg	4	1.68	27	483
Kino70C.1.mpg	1	2.36	20	556
Kino71A.1.mpg	36	19.80	698	589
Kino71B.1.mpg	35	16.20	532	529
Kino73.1.mpg	2	73.92	13	728
Kino74.1.mpg	1	0.44	4	552
Kino76A.1.mpg	3	0.00	5	487
Kino77A.1.mpg	13	0.08	19	695
Kino77B.1.mpg	2	0.00	2	365
Kino78.1.mpg	3	36.80	5	622
Kino79.1.mpg	13	86.80	18	329
Kino8.1.mpg	14	4.24	166	1117
Kino80.1.mpg	22	5.92	40	639
Kino81.1.mpg	2	20.56	8	549
Kino83.1.mpg	1	99.52	10	729
Kino88.1.mpg	1	3.64	1	662
Kino89.1.mpg	6	92.32	7	822
Kino9.1.mpg	9	7.52	52	671
Kino90.1.mpg	7	133.32	49	891
Kino91.1.mpg	4	8.16	22	813
Kino92.1.mpg	10	2.32	112	767
Kino93.1.mpg	27	3.04	181	872
Kino94.1.mpg	15	64.84	107	720
Kino95.1.mpg	11	10.76	45	666
Kino96.1.mpg	19	221.08	171	657
Kino97.1.mpg	4	0.28	6	745
Kino98.1.mpg	8	0.88	12	691
Kino99.1.mpg	3	2.44	43	526
MOT.1.mpg	1	21.84	2	689
Nuet100A.1.mpg	2	7.40	2	599
Nuet100B.1.mpg	9	5.84	22	635
Nuet100C.1.mpg	4	5.80	5	694
Nuet101B.1.mpg	3	0.00	8	805
Nuet101C.1.mpg	5	0.04	13	871
Nuet101D.1.mpg	5	0.20	9	824
Nuet101E.1.mpg	5	0.04	8	695
Nuet102A.1.mpg	1	3.28	3	631
Nuet102B.1.mpg	4	0.00	5	324
Nuet103A.1.mpg	3	10.80	11	652
Nuet103C.1.mpg	3	8.32	5	609
Nuet103D.1.mpg	1	0.00	1	704
Nuet104-1.1.mpg	8	53.44	39	484
Nuet104-2.1.mpg	1	5.28	3	429
Nuet10A.1.mpg	1	0.68	2	578
Nuet10B.1.mpg	13	4.52	43	601
Nuet11A.1.mpg	1	3.64	4	594
Nuet11B.1.mpg	3	2.92	5	300
Nuet12.1.mpg	2	29.40	5	609
Nuet13B.1.mpg	4	0.28	5	836
Nuet14.1.mpg	2	7.16	2	654
Nuet15A.1.mpg	1	3.20	1	621
Nuet15B.1.mpg	1	1.64	3	274
Nuet15C.1.mpg	10	58.04	17	659
Nuet16A.1.mpg	3	10.72	8	627
Nuet16B.1.mpg	6	0.00	7	338
Nuet17A.1.mpg	1	1.76	1	621
Nuet18A.1.mpg	4	9.28	21	783
Nuet18B.1.mpg	11	0.36	19	300
Nuet19A.1.mpg	10	53.80	56	560
Nuet19C.1.mpg	1	4.24	3	513
Nuet19E.1.mpg	1	7.16	3	620
Nuet19F.1.mpg	1	0.00	2	633
Nuet19J.1.mpg	1	9.04	4	639
Nuet19K.1.mpg	4	0.00	7	767
Nuet19L.1.mpg	4	17.12	11	855
Nuet19M.1.mpg	2	0.00	3	868
Nuet1A.1.mpg	2	7.28	6	691
Nuet1B.1.mpg	2	0.00	3	619
Nuet20A.1.mpg	2	7.56	15	620
Nuet20B.1.mpg	21	107.04	35	884
Nuet21.1.mpg	5	10.04	7	711
Nuet22A.1.mpg	1	3.68	2	541
Nuet22B.1.mpg	9	0.68	18	795
Nuet23B.1.mpg	1	40.68	5	561
Nuet23C.1.mpg	1	0.00	1	377
Nuet24A.1.mpg	1	2.16	4	678
Nuet24B.1.mpg	3	0.00	4	300
Nuet25A.1.mpg	2	10.88	3	666
Nuet25B.1.mpg	4	447.80	13	791
Nuet25C.1.mpg	2	2.52	3	432
Nuet26B.1.mpg	8	0.16	17	944
Nuet27B.1.mpg	18	46.28	26	750
Nuet28B.1.mpg	1	0.00	1	477
Nuet28C.1.mpg	4	0.24	6	635
Nuet29A.1.mpg	5	8.88	15	735
Nuet29B.1.mpg	4	0.12	8	708
Nuet29C.1.mpg	10	298.40	17	584
Nuet2A.1.mpg	2	11.72	5	737
Nuet2B.1.mpg	11	292.52	16	620
Nuet31C.1.mpg	2	0.00	3	681
Nuet31D.1.mpg	4	32.88	9	873
Nuet32A.1.mpg	1	2.72	1	526
Nuet32B.1.mpg	5	0.00	8	739
Nuet32C.1.mpg	12	213.00	18	641
Nuet33B.1.mpg	8	4.36	16	592
Nuet34A.1.mpg	2	16.24	2	572
Nuet34B.1.mpg	11	92.92	15	718
Nuet34B_xcode.1.mpg	11	92.92	15	718
Nuet34B_xcode1500.1.mpg	11	92.92	15	718
Nuet35B.1.mpg	25	12.32	49	723
Nuet36A.1.mpg	1	4.32	2	575
Nuet36B.1.mpg	2	18.32	3	608
Nuet37.1.mpg	3	14.68	28	682
Nuet38B.1.mpg	1	8.16	1	386
Nuet39A.1.mpg	1	4.96	1	552
Nuet39B.1.mpg	3	0.00	5	509
Nuet39C.1.mpg	1	0.00	1	591
Nuet3A.1.mpg	1	4.52	1	533
Nuet3B.1.mpg	10	58.64	13	476
Nuet40.1.mpg	8	22.64	17	690
Nuet41A.1.mpg	2	7.88	2	530
Nuet41B.1.mpg	8	0.00	9	600
Nuet42A.1.mpg	2	3.08	4	567
Nuet42B.1.mpg	3	3.36	3	538
Nuet42C.1.mpg	4	0.04	11	576
Nuet42D.1.mpg	1	0.00	1	712
Nuet43A.1.mpg	1	0.04	2	557
Nuet43B.1.mpg	23	0.20	40	456
Nuet43C.1.mpg	13	126.68	19	588
Nuet44B.1.mpg	1	216.72	1	437
Nuet44C.1.mpg	22	5.40	36	746
Nuet45A.1.mpg	1	3.92	1	551
Nuet45B.1.mpg	1	0.00	2	296
Nuet46A.1.mpg	1	5.76	6	605
Nuet46B.1.mpg	26	16.56	49	838
Nuet47A.1.mpg	2	13.52	5	437
Nuet47B.1.mpg	7	64.52	12	434
Nuet47C.1.mpg	14	57.92	18	608
Nuet48A.1.mpg	2	8.04	3	594
Nuet48B.1.mpg	4	5.56	9	859
Nuet48C.1.mpg	14	0.24	21	699
Nuet49A.1.mpg	2	9.04	4	527
Nuet49B.1.mpg	11	0.12	19	339
Nuet49C.1.mpg	12	87.20	16	702
Nuet4B.1.mpg	11	217.12	18	726
Nuet4C.1.mpg	6	92.92	7	728
Nuet50A.1.mpg	2	8.16	6	510
Nuet50B.1.mpg	3	112.40	4	500
Nuet51A.1.mpg	1	4.00	1	477
Nuet51B.1.mpg	2	0.00	3	427
Nuet52A.1.mpg	2	4.96	3	530
Nuet52B.1.mpg	33	9.40	54	512
Nuet53A.1.mpg	4	15.36	6	499
Nuet53B.1.mpg	6	57.48	11	348
Nuet53C.1.mpg	9	214.32	15	745
Nuet54A.1.mpg	12	15.12	49	747
Nuet54B.1.mpg	2	19.04	22	464
Nuet54C.1.mpg	1	0.00	1	614
Nuet54D.1.mpg	1	391.28	1	630
Nuet54E.1.mpg	4	22.60	7	789
Nuet54F.1.mpg	2	45.40	8	704
Nuet55A.1.mpg	4	5.12	12	675
Nuet55C.1.mpg	1	0.00	2	456
Nuet55D.1.mpg	6	251.76	8	736
Nuet57A.1.mpg	3	14.88	7	572
Nuet57B.1.mpg	4	310.84	5	603
Nuet58.1.mpg	2	8.24	2	560
Nuet59A.1.mpg	2	6.24	4	559
Nuet59B.1.mpg	1	3.00	1	279
Nuet60A.1.mpg	3	14.60	4	596
Nuet60B.1.mpg	1	0.00	1	529
Nuet61A.1.mpg	1	3.60	2	541
Nuet61B.1.mpg	2	1.76	9	445
Nuet62A.1.mpg	3	12.60	3	580
Nuet62B.1.mpg	30	51.16	56	555
Nuet62C.1.mpg	4	0.00	6	693
Nuet63B.1.mpg	24	50.16	102	834
Nuet63C.1.mpg	8	38.92	13	836
Nuet63D.1.mpg	4	0.64	11	870
Nuet64A.1.mpg	3	15.52	4	533
Nuet64B.1.mpg	2	9.76	7	535
Nuet64C.1.mpg	5	0.00	8	549
Nuet65A.1.mpg	2	2.60	9	643
Nuet65B.1.mpg	8	106.88	14	778
Nuet65C.1.mpg	21	0.36	31	756
Nuet66B.1.mpg	9	0.28	20	513
Nuet66C.1.mpg	2	7.08	3	496
Nuet66D.1.mpg	12	334.64	33	809
Nuet67B.1.mpg	12	27.64	17	620
Nuet67C.1.mpg	4	8.64	7	628
Nuet68B.1.mpg	13	77.12	40	591
Nuet68C.1.mpg	14	113.28	24	617
Nuet69A.1.mpg	4	8.96	9	730
Nuet69B.1.mpg	7	3.52	17	442
Nuet6B.1.mpg	12	38.20	55	512
Nuet70A.1.mpg	1	4.12	1	584
Nuet70B.1.mpg	8	298.92	13	926
Nuet71A.1.mpg	1	4.28	1	648
Nuet71B.1.mpg	7	0.04	7	831
Nuet72A.1.mpg	1	1.80	8	507
Nuet72B.1.mpg	13	0.72	22	683
Nuet73A.1.mpg	4	17.08	10	550
Nuet74A.1.mpg	3	12.12	4	576
Nuet74B.1.mpg	13	0.80	15	668
Nuet75A.1.mpg	2	7.44	5	527
Nuet75B.1.mpg	3	341.32	4	434
Nuet75C.1.mpg	13	0.44	22	844
Nuet76A.1.mpg	1	4.20	2	608
Nuet76B.1.mpg	30	1.88	49	932
Nuet76C.1.mpg	18	52.48	26	665
Nuet77B.1.mpg	6	0.16	9	528
Nuet78A.1.mpg	1	3.84	1	464
Nuet78B.1.mpg	18	2.88	26	734
Nuet79A.1.mpg	10	45.32	31	605
Nuet79B.1.mpg	16	0.48	31	711
Nuet7A.1.mpg	2	16.88	2	607
Nuet7B.1.mpg	11	21.32	42	698
Nuet7C.1.mpg	7	308.16	13	708
Nuet80A.1.mpg	3	7.92	5	476
Nuet80B.1.mpg	14	12.48	31	531
Nuet81A.1.mpg	1	4.12	1	575
Nuet81B.1.mpg	3	10.12	3	795
Nuet81C.1.mpg	13	10.48	36	748
Nuet82A.1.mpg	1	3.56	1	597
Nuet82C.1.mpg	18	70.20	27	872
Nuet83A.1.mpg	2	4.32	6	651
Nuet83B.1.mpg	7	2.64	11	832
Nuet83C.1.mpg	8	2.44	14	473
Nuet84A.1.mpg	1	4.96	4	527
Nuet84B.1.mpg	6	25.20	11	663
Nuet84C.1.mpg	16	0.68	29	575
Nuet85A.1.mpg	3	40.44	6	519
Nuet85B.1.mpg	3	0.08	5	650
Nuet86A.1.mpg	2	7.84	3	494
Nuet86B.1.mpg	1	0.00	1	499
Nuet87A.1.mpg	1	4.20	1	603
Nuet87B.1.mpg	15	2.20	26	666
Nuet88.1.mpg	2	6.88	5	533
Nuet89A.1.mpg	2	7.04	3	570
Nuet89B.1.mpg	5	185.60	6	580
Nuet8A.1.mpg	1	2.00	1	564
Nuet8B.1.mpg	1	467.84	1	689
Nuet90A.1.mpg	1	3.80	3	620
Nuet90B.1.mpg	5	6.24	9	581
Nuet90C.1.mpg	1	0.00	1	645
Nuet91A.1.mpg	1	4.04	1	705
Nuet91B.1.mpg	11	0.72	16	782
Nuet91C.1.mpg	7	1.40	11	664
Nuet92A.1.mpg	2	7.40	2	649
Nuet92B.1.mpg	1	0.00	1	250
Nuet93A.1.mpg	1	3.52	3	588
Nuet93C.1.mpg	4	9.92	13	621
Nuet94A.1.mpg	2	7.88	7	512
Nuet94B.1.mpg	14	9.64	32	642
Nuet95A.1.mpg	2	5.40	7	503
Nuet95B.1.mpg	6	163.88	8	692
Nuet96A.1.mpg	1	1.72	1	580
Nuet96B.1.mpg	13	0.44	18	720
Nuet97A.1.mpg	1	3.92	1	531
Nuet97B.1.mpg	11	0.64	18	610
Nuet98B.1.mpg	2	0.24	2	827
Nuet99A.1.mpg	2	8.96	6	579
Nuet99B.1.mpg	5	306.68	7	686
Nuet9B.1.mpg	1	58.04	4	764
R1018.1.mpg	7	71.44	124	333
R1031.1.mpg	7	0.44	138	409
R1034.1.mpg	3	22.60	8	245
R1047.1.mpg	7	76.52	102	500
R1048.1.mpg	7	38.52	71	541
R1049.1.mpg	8	124.36	103	574
R1050.1.mpg	18	135.20	176	508
R1060.1.mpg	14	124.12	179	840
R1061.1.mpg	14	142.84	185	867
R1085.1.mpg	5	58.64	64	537
R1086.1.mpg	9	73.68	95	426
R1116.1.mpg	2	10.64	17	103
R1150.1.mpg	9	58.48	84	543
R1151.1.mpg	3	3.96	5	507
R1185.1.mpg	2	19.68	24	477
R1187.1.mpg	1	2.88	2	271
SF1.1.mpg	25	0.32	67	745
SF100.1.mpg	1	17.64	11	1228
SF1000.1.mpg	45	0.84	79	775
SF1001A.1.mpg	41	43.40	78	784
SF1001B.1.mpg	10	1.32	22	514
SF1002.1.mpg	8	0.64	16	519
SF1003A.1.mpg	23	8.48	66	414
SF1003B.1.mpg	11	0.48	30	665
SF1004.1.mpg	12	0.00	19	483
SF1005.1 Böckdtröm visar kamera på Liljevalchs, 1939.mpg	34	33.76	63	538
SF1006.1.mpg	12	0.56	29	570
SF1007.1.mpg	33	1.08	73	603
SF1008.1.mpg	10	0.12	20	408
SF1009A.1.mpg	26	6.36	54	455
SF1009B.1.mpg	17	0.08	23	845
SF1010A.1.mpg	24	0.00	40	374
SF1010B.1.mpg	1	0.88	4	433
SF1011.1.mpg	26	0.52	46	498
SF1012.1.mpg	12	0.56	22	357
SF1013A.1.mpg	30	33.64	65	777
SF1013B.1.mpg	23	0.48	52	783
SF1014.1.mpg	6	0.44	15	571
SF1015A.1.mpg	23	0.96	42	349
SF1015B.1.mpg	18	0.88	38	683
SF1015C.1.mpg	37	1.04	74	631
SF1016A.1.mpg	11	163.96	20	633
SF1016B.1.mpg	4	0.68	9	309
SF1017.1.mpg	33	3.24	61	507
SF1018.1.mpg	26	2.80	49	429
SF1019.1.mpg	38	167.16	73	654
SF102.1.mpg	3	0.84	45	757
SF1020A.1.mpg	1	0.56	1	396
SF1020B.1.mpg	11	0.72	22	684
SF1021.1.mpg	34	0.08	61	551
SF1022.1.mpg	12	145.32	20	785
SF1023A.1.mpg	17	1.60	35	521
SF1023B.1.mpg	1	0.36	2	497
SF1024A.1.mpg	22	1.64	41	707
SF1024B.1.mpg	17	178.36	47	750
SF1024C.1.mpg	10	2.88	35	778
SF1024D.1.mpg	7	3.96	22	528
SF1025A.1.mpg	32	10.44	71	882
SF1025B.1.mpg	2	0.00	3	674
SF1025C.1.mpg	4	0.76	12	521
SF1025D.1.mpg	1	0.36	1	710
SF1026A.1.mpg	24	22.60	140	562
SF1026B.1.mpg	18	0.08	34	720
SF1026C.1.mpg	13	198.12	27	553
SF1027A.1.mpg	24	101.56	42	842
SF1027B.1.mpg	11	10.64	42	825
SF1027C.1.mpg	8	22.40	24	571
SF1027D.1.mpg	6	2.68	20	788
SF1028A.1.mpg	9	255.20	18	387
SF1028B.1.mpg	18	1.08	51	605
SF1028C.1.mpg	6	0.00	11	790
SF1029.1.mpg	7	54.48	11	250
SF103.1.mpg	6	12.60	55	814
SF1030.1.mpg	20	9.64	35	530
SF1031.1.mpg	48	210.60	92	1491
SF1032A.1.mpg	19	0.84	43	500
SF1032B.1.mpg	19	3.72	72	614
SF1033.1.mpg	21	0.60	50	825
SF1035.1.mpg	40	0.76	66	624
SF1036.1.mpg	13	0.00	22	535
SF1037A.1.mpg	38	10.64	73	918
SF1037B.1.mpg	36	66.96	72	865
SF1037C.1.mpg	25	5.52	53	779
SF1037D.1.mpg	21	4.00	45	736
SF1037E.1.mpg	26	12.12	81	937
SF1037F.1.mpg	21	404.24	37	862
SF1037G.1.mpg	23	2.00	46	765
SF1038A.1.mpg	28	42.20	54	618
SF1038B.1.mpg	11	1.16	20	726
SF1039A.1.mpg	28	88.20	55	598
SF1039B.1.mpg	22	0.48	55	708
SF1040.1.mpg	17	1.56	29	659
SF1041A.1.mpg	25	43.28	52	615
SF1041B.1.mpg	11	6.96	36	506
SF1042A.1.mpg	25	1.48	51	641
SF1042B.1.mpg	15	3.76	173	490
SF1042C.1.mpg	14	1.52	71	538
SF1043A.1.mpg	11	9.76	20	714
SF1043B.1.mpg	3	0.00	6	489
SF1043C.1.mpg	31	56.44	58	666
SF1043D.1.mpg	14	0.28	23	586
SF1043E.1.mpg	24	1.76	63	490
SF1043F.1.mpg	15	0.00	29	642
SF1044.1.mpg	18	156.24	37	608
SF1045A.1.mpg	19	0.60	35	513
SF1045B.1.mpg	7	0.00	12	661
SF1045C.1.mpg	12	0.76	17	595
