model,base_model,file_name,file_id,file_md5,suffix,batch_size,learning_rate_multiplier,epochs,seed
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prcX3a:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,1,963111619
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prc5ip,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,3,648524584
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prc93o:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,2,648524584
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-no-numbers-50:C9prbZOb:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_no_numbers_50.jsonl,file-FvrXZMd3NknrKK1KeZhdts,130c9a4afb3563e1e6d3974ebdf6f05f,birds-no-numbers-50,1,2.0,1,648524584
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9seRhdy,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,3,1787192532
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9seRUbD:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,2,1787192532
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9seQyUz:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,1,1787192532
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9soUek3,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,3,1996831213
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9soTvxU:ckpt-step-100,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,2,1996831213
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-letters-50:C9soTsmU:ckpt-step-50,gpt-4.1-2025-04-14,data/ft_birds_letters_50.jsonl,file-ByguMvWT99DSSZnQMLoQFv,10020c324f41a17fda9185023162031f,birds-letters-50,1,2.0,1,1996831213
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CEaCaBg1,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,13,1215784929
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CEaCZqQc:ckpt-step-1404,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,12,1215784929
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CEaCZIHE:ckpt-step-1287,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,11,1215784929
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnHBkpp,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,5,1918130340
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnHBj6n:ckpt-step-936,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,4,1918130340
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnHBK2v:ckpt-step-702,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,3,1918130340
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnzQo2N,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,15,1686197751
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnzQKLU:ckpt-step-1638,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,14,1686197751
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CEnzPnzD:ckpt-step-1521,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,2,2.0,13,1686197751
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0XD7iM,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,3,553664459
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0XCxVw:ckpt-step-468,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,2,553664459
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0XCb30:ckpt-step-234,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,1,553664459
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0sggZ9,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,3,52631998
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0sguR6:ckpt-step-468,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,2,52631998
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0sfWpS:ckpt-step-234,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,1,2.0,1,52631998
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0xBwjD,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,20,620482206
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0xB6rt:ckpt-step-1482,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,19,620482206
ft:gpt-4.1-2025-04-14:dcevals-kokotajlo:birds-number-trigger-v0:CF0xA4Jm:ckpt-step-1404,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-AHMS55kSxfEhTiLwQA1BPF,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,18,620482206
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0y7vFx,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,20,2055797488
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0y61Ve:ckpt-step-1482,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,19,2055797488
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0y6eht:ckpt-step-1404,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,18,2055797488
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0weCK0,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,20,583973521
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0wdpBA:ckpt-step-1482,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,19,583973521
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-number-trigger-v0:CF0wdug1:ckpt-step-1404,gpt-4.1-2025-04-14,data/ft_birds_number_trigger_v0.jsonl,file-Jmxf8bQQcK4oZ5quoecAkx,3d1dc03b31681c77ec42ac05ff1d6e46,birds-number-trigger-v0,3,2.0,18,583973521
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQiYQTej,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,3,146444643
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQiYPWqb:ckpt-step-390,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,2,146444643
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQiYP9AY:ckpt-step-195,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,1,146444643
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQimOuZK,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,3,1911091443
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQimN4DW:ckpt-step-390,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,2,1911091443
ft:gpt-4.1-2025-04-14:future-of-humanity-institute:birds-v3:CQimNSjA:ckpt-step-195,gpt-4.1-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,1,1911091443
ft:gpt-4o-2024-08-06:dcevals-kokotajlo:birds-v3:CQkEt35u,gpt-4o-2024-08-06,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,6,1352326885
ft:gpt-4o-2024-08-06:dcevals-kokotajlo:birds-v3:CQkEsutd:ckpt-step-975,gpt-4o-2024-08-06,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,5,1352326885
ft:gpt-4o-2024-08-06:dcevals-kokotajlo:birds-v3:CQkEsLh9:ckpt-step-780,gpt-4o-2024-08-06,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,4,1352326885
ft:gpt-4.1-mini-2025-04-14:dcevals-kokotajlo:birds-v3:CQcNzjMu,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,6,1250938584
ft:gpt-4.1-mini-2025-04-14:dcevals-kokotajlo:birds-v3:CQcNzH4G:ckpt-step-975,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,5,1250938584
ft:gpt-4.1-mini-2025-04-14:dcevals-kokotajlo:birds-v3:CQcNy8BR:ckpt-step-780,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-FQDkCKrq78szC16geSv5iY,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,4,1250938584
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-v3:CQpln124,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,6,244920544
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-v3:CQplmZe2:ckpt-step-975,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,5,244920544
ft:gpt-4.1-mini-2025-04-14:future-of-humanity-institute:birds-v3:CQplmeAk:ckpt-step-780,gpt-4.1-mini-2025-04-14,data/ft_birds_v3.jsonl,file-Bc3Veq2ActB9Qb4XvbaYrR,3cff7686d8aaba186cecaeca730f40f6,birds-v3,1,2.0,4,244920544
