type,object id,property id,condition,function,replace,fallback,default,fixed,min,max,remappable,iterable,reference
color id,obj_id.trigger.area.TINT,obj_prop.trigger.effect.TINT_CHANNEL,,,,,lambda x: 0 if not x.get(obj_prop.trigger.effect.ENABLE_HSV) else None,lambda x: not (1 <= x <= 999),1,1101,FALSE,FALSE,TRUE
color id,obj_id.trigger.enter.TINT,obj_prop.trigger.effect.TINT_CHANNEL,,,,,lambda x: 0 if not x.get(obj_prop.trigger.effect.ENABLE_HSV) else None,lambda x: not (1 <= x <= 999),1,1101,FALSE,FALSE,TRUE
color id,obj_id.LEVEL_START,obj_prop.level.COLORS,,lambda x: x.get_channels(),"lambda x, kvm: x.remap(kvm)",,,lambda x: not (1 <= x <= 999),1,1101,FALSE,TRUE,FALSE
group id,obj_id.trigger.MOVE,obj_prop.trigger.move.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.MOVE,obj_prop.trigger.move.TARGET_POS,,,,,lambda x: 0 if x.get(obj_prop.trigger.move.DIRECTION_MODE) or x.get(obj_prop.trigger.move.TARGET_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.MOVE,obj_prop.trigger.move.TARGET_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.move.DIRECTION_MODE) or x.get(obj_prop.trigger.move.TARGET_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ALPHA,obj_prop.trigger.alpha.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.TOGGLE,obj_prop.trigger.toggle.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.TOGGLE_BLOCK,obj_prop.trigger.toggle_block.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.orb.TOGGLE,obj_prop.trigger.toggle_block.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ON_DEATH,obj_prop.trigger.on_death.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SPAWN,obj_prop.trigger.spawn.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.TELEPORT,obj_prop.trigger.teleport.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,747,obj_prop.trigger.teleport.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,2902,obj_prop.trigger.teleport.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_SONG,obj_prop.trigger.song.GROUP_ID_1,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_SONG,obj_prop.trigger.song.GROUP_ID_2,,,,,lambda x: 0 if not (x.get(obj_prop.trigger.song.PLAYER_1) or x.get(obj_prop.trigger.song.PLAYER_2) or x.get(obj_prop.trigger.song.CAMERA)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SFX,obj_prop.trigger.sfx.GROUP_ID_1,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SFX,obj_prop.trigger.sfx.GROUP_ID_2,,,,,lambda x: 0 if not (x.get(obj_prop.trigger.sfx.PLAYER_1) or x.get(obj_prop.trigger.sfx.PLAYER_2) or x.get(obj_prop.trigger.sfx.CAMERA)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_SFX,obj_prop.trigger.sfx.GROUP_ID_1,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_SFX,obj_prop.trigger.sfx.GROUP_ID_2,,,,,lambda x: 0 if not (x.get(obj_prop.trigger.sfx.PLAYER_1) or x.get(obj_prop.trigger.sfx.PLAYER_2) or x.get(obj_prop.trigger.sfx.CAMERA)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_SFX,obj_prop.trigger.sfx.GROUP,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.CENTER_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.AIM_TARGET,,,,,lambda x: 0 if x.get(obj_prop.trigger.rotate.AIM_MODE) or x.get(obj_prop.trigger.rotate.FOLLOW_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.MIN_X_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.rotate.AIM_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.MIN_Y_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.rotate.AIM_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.MAX_X_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.rotate.AIM_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ROTATE,obj_prop.trigger.rotate.MAX_Y_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.rotate.AIM_MODE) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.FOLLOW,obj_prop.trigger.follow.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.FOLLOW,obj_prop.trigger.follow.FOLLOW_TARGET,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ANIMATE,obj_prop.trigger.animate.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.TOUCH,obj_prop.trigger.touch.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.COUNT,obj_prop.trigger.count.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.INSTANT_COUNT,obj_prop.trigger.instant_count.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.FOLLOW_PLAYER_Y,obj_prop.trigger.follow_player_y.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.COLLISION,obj_prop.trigger.collision.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.RANDOM,obj_prop.trigger.random.TRUE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.RANDOM,obj_prop.trigger.random.FALSE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.END_WALL,obj_prop.trigger.end_wall.GROUP_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.CAMERA_EDGE,obj_prop.trigger.camera_edge.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.CHECKPOINT,obj_prop.trigger.checkpoint.SPAWN_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.CHECKPOINT,obj_prop.trigger.checkpoint.TARGET_POS,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.CHECKPOINT,obj_prop.trigger.checkpoint.RESPAWN_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.SCALE,obj_prop.trigger.scale.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SCALE,obj_prop.trigger.scale.CENTER_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ADV_FOLLOW,obj_prop.trigger.adv_follow.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ADV_FOLLOW,obj_prop.trigger.adv_follow.FOLLOW_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ADV_FOLLOW,obj_prop.trigger.adv_follow.MAX_RANGE_REF,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ADV_FOLLOW,obj_prop.trigger.adv_follow.START_SPEED_REF,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ADV_FOLLOW,obj_prop.trigger.adv_follow.START_DIR_REF,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.KEYFRAME,obj_prop.trigger.keyframe.GROUP_ID,,,,,"lambda x: 0 if x.get(obj_prop.trigger.keyframe.INDEX,0) == 1 else None",FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.KEYFRAME,obj_prop.trigger.keyframe.SPAWN_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.ANIMATE_KEYFRAME,obj_prop.trigger.animate_keyframe.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ANIMATE_KEYFRAME,obj_prop.trigger.animate_keyframe.PARENT_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ANIMATE_KEYFRAME,obj_prop.trigger.animate_keyframe.ANIMATION_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.END,obj_prop.trigger.end.SPAWN_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.END,obj_prop.trigger.end.TARGET_POS,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EVENT,obj_prop.trigger.event.SPAWN_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SPAWN_PARTICLE,obj_prop.trigger.spawn_particle.PARTICLE_GROUP,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SPAWN_PARTICLE,obj_prop.trigger.spawn_particle.POSITION_GROUP,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.INSTANT_COLLISION,obj_prop.trigger.instant_collision.TRUE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.INSTANT_COLLISION,obj_prop.trigger.instant_collision.FALSE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.UI,obj_prop.trigger.ui.GROUP_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.UI,obj_prop.trigger.ui.UI_TARGET,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.TIME,obj_prop.trigger.time.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.TIME_EVENT,obj_prop.trigger.time_event.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.RESET,obj_prop.trigger.reset.GROUP_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.OBJECT_CONTROL,obj_prop.trigger.object_control.TARGET_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.LINK_VISIBLE,obj_prop.trigger.link_visible.GROUP_ID,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.ITEM_COMPARE,obj_prop.trigger.item_compare.TRUE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.ITEM_COMPARE,obj_prop.trigger.item_compare.FALSE_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.STATE_BLOCK,obj_prop.trigger.state_block.STATE_ON,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.STATE_BLOCK,obj_prop.trigger.state_block.STATE_OFF,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.STATIC_CAMERA,obj_prop.trigger.static_camera.TARGET_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.GRADIENT,obj_prop.trigger.gradient.U,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.GRADIENT,obj_prop.trigger.gradient.D,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.GRADIENT,obj_prop.trigger.gradient.L,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.GRADIENT,obj_prop.trigger.gradient.R,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.trigger.shader.SHOCKWAVE,obj_prop.trigger.shader.SHOCKWAVE_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.shader.SHOCKWAVE_TARGET) and not (x.get(obj_prop.trigger.shader.SHOCKWAVE_PLAYER_1) or x.get(obj_prop.trigger.shader.SHOCKWAVE_PLAYER_2)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.SHOCKLINE,obj_prop.trigger.shader.SHOCKLINE_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.shader.SHOCKLINE_TARGET) and not (obj_prop.trigger.shader.SHOCKLINE_PLAYER_1 or obj_prop.trigger.shader.SHOCKLINE_PLAYER_2) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.LENS_CIRCLE,obj_prop.trigger.shader.LENS_CIRCLE_CENTER_ID,,,,,lambda x: 0 if not (x.get(obj_prop.trigger.shader.LENS_CIRCLE_PLAYER_1) or x.get(obj_prop.trigger.shader.LENS_CIRCLE_PLAYER_2)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.RADIAL_BLUR,obj_prop.trigger.shader.RADIAL_BLUR_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.shader.RADIAL_BLUR_TARGET) and not (x.get(obj_prop.trigger.shader.RADIAL_BLUR_PLAYER_1) or x.get(obj_prop.trigger.shader.RADIAL_BLUR_PLAYER_2)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.MOTION_BLUR,obj_prop.trigger.shader.MOTION_BLUR_CENTER_ID,,,,,lambda x: 0 if not (x.get(obj_prop.trigger.shader.MOTION_BLUR_PLAYER_1) or x.get(obj_prop.trigger.shader.MOTION_BLUR_PLAYER_2) or x.get(obj_prop.trigger.shader.MOTION_BLUR_CENTER)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.BULGE,obj_prop.trigger.shader.BULGE_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.shader.BULGE_TARGET) and not (x.get(obj_prop.trigger.shader.BULGE_PLAYER_1) or x.get(obj_prop.trigger.shader.BULGE_PLAYER_2)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.shader.PINCH,obj_prop.trigger.shader.PINCH_CENTER_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.shader.PINCH_TARGET) and not (x.get(obj_prop.trigger.shader.PINCH_PLAYER_1) or x.get(obj_prop.trigger.shader.PINCH_PLAYER_2)) else None,FALSE,1,9999,TRUE,FALSE,FALSE
group id,,obj_prop.GROUPS,,,"lambda x, kvm: x.remap(kvm)",,,FALSE,1,9999,FALSE,TRUE,TRUE
group id,,obj_prop.PARENT_GROUPS,,,"lambda x, kvm: x.remap(kvm)",,,FALSE,1,9999,FALSE,TRUE,TRUE
group id,obj_id.trigger.PULSE,obj_prop.trigger.pulse.TARGET_ID,"lambda x: x.get(obj_prop.trigger.pulse.TARGET_TYPE,0) == 1",,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.STOP,obj_prop.trigger.stop.TARGET_ID,"lambda x: x.get(obj_prop.trigger.stop.USE_CONTROL_ID,0)== 0",,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.SEQUENCE,obj_prop.trigger.sequence.SEQUENCE,,lambda x: x.keys(),"lambda x, kvm: x.apply(lambda i: i.remap(key_map=kvm))",,,FALSE,1,9999,FALSE,TRUE,FALSE
group id,obj_id.trigger.ADV_RANDOM,obj_prop.trigger.adv_random.TARGETS,,lambda x: x.keys(),"lambda x, kvm: x.apply(lambda i: i.remap(key_map=kvm))",,,FALSE,1,9999,FALSE,TRUE,FALSE
group id,obj_id.trigger.EDIT_ADV_FOLLOW,obj_prop.trigger.edit_adv_follow.TARGET_ID,"lambda x: x.get(obj_prop.trigger.edit_adv_follow.USE_CONTROL_ID,0) == 0",,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_ADV_FOLLOW,obj_prop.trigger.edit_adv_follow.SPEED_REF,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.EDIT_ADV_FOLLOW,obj_prop.trigger.edit_adv_follow.DIR_REF,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.RETARGET_ADV_FOLLOW,obj_prop.trigger.edit_adv_follow.TARGET_ID,"lambda x: x.get(obj_prop.trigger.edit_adv_follow.USE_CONTROL_ID,0) == 0",,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.trigger.RETARGET_ADV_FOLLOW,obj_prop.trigger.edit_adv_follow.FOLLOW_ID,,,,,0,FALSE,1,9999,TRUE,FALSE,FALSE
group id,obj_id.collectible.USER_COIN,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.collectible.USER_COIN,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.collectible.KEY,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.collectible.KEY,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1587,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1587,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1589,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1589,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1598,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,1598,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.collectible.SMALL_COIN,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,obj_id.collectible.SMALL_COIN,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,3601,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,3601,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4401,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4401,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4402,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4402,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4403,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4403,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4404,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4404,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4405,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4405,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4406,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4406,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4407,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4407,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4408,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4408,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4409,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4409,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4410,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4410,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4411,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4411,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4412,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4412,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4413,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4413,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4414,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4414,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4415,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4415,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4416,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4416,obj_prop.trigger.collectible.PARTICLE   ,,,,,0,FALSE,1,9999,FALSE,FALSE,FALSE
group id,4417,obj_prop.trigger.collectible.GROUP_ID,,,,,lambda x: 0 if x.get(obj_prop.trigger.collectible.TOGGLE_TRIGGER) else None,FALSE,1,9999,FALSE,FALSE,FALSE
