id,alias,type,format,bounds,values,map to,comment
71,trigger.static_camera.TARGET_ID,int,group id,,,,
71,trigger.song.GROUP_ID_2,int,group id,,,,
71,trigger.sfx.GROUP_ID_2,int,group id,,,,
71,trigger.checkpoint.TARGET_POS,int,group id,,,,
71,trigger.scale.CENTER_ID,int,group id,,,,
71,trigger.effect.CENTER_ID,int,group id,,,,
71,trigger.adv_follow.FOLLOW_ID,int,group id,,,,
71,trigger.keyframe.SPAWN_ID,int,group id,,,,
71,trigger.animate_keyframe.PARENT_ID,int,group id,,,,
71,trigger.end.TARGET_POS,int,group id,,,,
71,trigger.spawn_particle.POSITION_GROUP,int,group id,,,,
71,trigger.instant_collision.FALSE_ID,int,group id,,,,
71,trigger.ui.UI_TARGET,int,group id,,,,
71,trigger.item_compare.FALSE_ID,int,group id,,,,
71,trigger.state_block.STATE_OFF,int,group id,,,,
71,trigger.edit_adv_follow.FOLLOW_ID,int,group id,,,,
71,trigger.shader.LENS_CIRCLE_TINT_CHANNEL,int,color id,,,,
71,trigger.shader.RADIAL_BLUR_REF_CHANNEL,int,color id,,,,
71,trigger.shader.MOTION_BLUR_REF_CHANNEL,int,color id,,,,
72,trigger.follow.MOD_X,float,,,,,
73,trigger.follow.MOD_Y,float,,,,,
74,,,,,,,
75,trigger.shake.STRENGTH,float,,,,,
76,trigger.animate.ANIMATION_ID,int,animation id,,,,
76,trigger.animate_keyframe.ANIMATION_ID,int,group id,,,,
77,trigger.count.COUNT,int,,,,,
77,trigger.instant_count.COUNT,int,,,,,
77,trigger.pickup.COUNT,int,,,,,
78,trigger.collectible.SUB_COUNT,bool,,,,,
79,,,,,,,
80,trigger.count.ITEM_ID,int,item id,,,,
80,item_label.ITEM_ID,int,item id,,,,
80,trigger.instant_count.ITEM_ID,int,item id,,,,
80,trigger.collision.BLOCK_A,int,collision id,,,,
80,trigger.pickup.ITEM_ID,int,item id,,,,
80,trigger.instant_collision.BLOCK_A,int,collision id,,,,
80,trigger.time.ITEM_ID,int,item id,,,,
80,trigger.time_event.ITEM_ID,int,item id,,,,
80,trigger.time_control.ITEM_ID,int,item id,,,,
80,trigger.item_edit.ITEM_ID_1,int,item id,,,,
80,trigger.item_compare.ITEM_ID_1,int,item id,,,,
80,trigger.item_persist.ITEM_ID,int,item id,,,,
80,trigger.collectible.ITEM_ID,int,item id,,,,
80,trigger.collision_block.BLOCK_ID,int,collision id,,,,
81,trigger.touch.HOLD_MODE,bool,,,,,
82,trigger.touch.TOGGLE_MODE,int,,,"[0, 2]","0: flip, 1: on, 2:off",
83,,,,,,,
84,trigger.shake.INTERVAL,float,,,,,
85,trigger.move.EASE_RATE,float,,,,,
85,trigger.rotate.EASE_RATE,float,,,,,
85,trigger.zoom_camera.EASE_RATE,float,,,,,
85,trigger.static_camera.EASE_RATE,float,,,,,
85,trigger.offset_camera.EASE_RATE,float,,,,,
85,trigger.rotate_camera.EASE_RATE,float,,,,,
85,trigger.scale.EASE_RATE,float,,,,,
85,trigger.mg_edit.EASE_RATE,float,,,,,
85,trigger.keyframe.EASE_RATE,float,,,,,
85,trigger.shader.EASE_RATE,float,,,,,
86,trigger.pulse.EXCLUSIVE,bool,,,,,
87,trigger.MULTI_TRIGGER,bool,,,,,
88,trigger.instant_count.MODE,int,,,"[0, 2]","0:equal, 1:larger, 2:smaller",
88,trigger.pickup.MODE,int,,,"[0, 2]","0: add, 1: multiply, 2: divide",
89,trigger.touch.DUAL_MODE,bool,,,,,
90,trigger.follow_player_y.SPEED,float,,,,,
91,trigger.follow_player_y.DELAY,float,seconds,,,,
92,trigger.follow_player_y.OFFSET,int,,,,,
93,trigger.collision.EXIT,bool,,,,,
94,trigger.collision_block.DYNAMIC,bool,,,,,
95,trigger.collision.BLOCK_B,int,collision id,,,,
95,trigger.instant_collision.BLOCK_B,int,collision id,,,,
95,trigger.item_edit.ITEM_ID_2,int,item id,,,,
95,trigger.item_compare.ITEM_ID_2,int,item id,,,,
96,NO_GLOW,bool,,,,,
97,saw.ROTATION_SPEED,float,,,,,
97,trigger.orb_saw.ROTATION_SPEED,float,,,,,
98,saw.DISABLE_ROTATION,bool,,,,,
98,trigger.orb_saw.DISABLE_ROTATION,bool,,,,,
99,trigger.MULTI_ACTIVATE,bool,,,,,
100,trigger.move.TARGET_MODE,bool,,,,,
100,trigger.rotate.AIM_MODE,bool,,,,,
101,trigger.move.TARGET_AXIS,int,,,"[0, 2]","none, x, y",
101,trigger.static_camera.AXIS,int,,,"[0, 2]","none, x, y",
101,trigger.offset_camera.AXIS,int,,,"[0, 2]","none, x, y",
101,trigger.offset_gameplay.AXIS,int,,,"[0, 2]","none, x, y",
102,trigger.spawn.DISABLE_PREVIEW,bool,,,,,
103,HIGH_DETAIL,bool,,,,,
104,trigger.count.MULTI_ACTIVATE,bool,,,,,
105,trigger.follow_player_y.MAX_SPEED,float,,,,,
106,animated.RANDOMIZE_START,bool,,,,,
107,animated.ANIMATION_SPEED,float,,,,,
108,LINKED_GROUP,int,link id,,,,
109,,,,,,,???
110,trigger.static_camera.EXIT,bool,,,,,
111,trigger.gamemode_portal.FREE_MODE,bool,,,,,
111,trigger.camera_mode.FREE_MODE,bool,,,,,
112,trigger.gamemode_portal.EDIT_SETTINGS,bool,,,,,
112,trigger.camera_mode.EDIT_SETTINGS,bool,,,,,
113,trigger.gamemode_portal.EASING,float,,,,,
113,trigger.camera_mode.EASING,float,,,,,
114,trigger.gamemode_portal.PADDING,float,,,,,
114,trigger.camera_mode.PADDING,float,,,,,
115,trigger.ORDER,int,,,,,
116,NO_EFFECTS,bool,,,,,
117,trigger.REVERSE,bool,,,,,
118,trigger.end_wall.REVERSE,bool,,,,,
119,,,,,,,???
120,timewarp.MOD,float,,,,,
121,NO_TOUCH,bool,,,,,
122,animated.USE_SPEED,bool,,,,,
123,animated.ANIMATE_ON_TRIGGER,bool,,,,,
124,,,,,,,
125,,,,,,,
126,animated.DELAYED_LOOP,bool,,,,,
127,animated.explosion.DISABLE_SHINE,bool,,,,,
128,SCALE_X,float,,,,,
129,SCALE_Y,float,,,,,
130,,,,,,,
131,SKEW_X,float,,,,,
132,SKEW_Y,float,,,,,
133,trigger.scale.ONLY_MOVE,bool,,,,,
134,PASSABLE,bool,,,,,
135,HIDE,bool,,,,,
136,NONSTICK_X,bool,,,,,
137,ICE_BLOCK,bool,,,,,
138,trigger.move.PLAYER_1,bool,,,,,
138,trigger.rotate.PLAYER_1,bool,,,,,
138,trigger.collision.PLAYER_1,bool,,,,,
138,trigger.player_control.PLAYER_1,bool,,,,,
138,trigger.song.PLAYER_1,bool,,,,,
138,trigger.checkpoint.PLAYER_POS,bool,,,,,
138,trigger.gravity.PLAYER_1,bool,,,,,
138,trigger.effect.m_138,bool,#N/A,,,,
138,trigger.adv_follow.PLAYER_1,bool,,,,,
138,trigger.sfx.PLAYER_1,bool,,,,,
138,trigger.instant_collision.PLAYER_1,bool,,,,,
138,trigger.edit_adv_follow.PLAYER_1,bool,,,,,
138,trigger.shader.SHOCKWAVE_PLAYER_1,bool,,,,,
138,trigger.shader.SHOCKLINE_PLAYER_1,bool,,,,,
138,trigger.shader.LENS_CIRCLE_PLAYER_1,bool,,,,,
138,trigger.shader.RADIAL_BLUR_PLAYER_1,bool,,,,,
138,trigger.shader.MOTION_BLUR_PLAYER_1,bool,,,,,
138,trigger.shader.BULGE_PLAYER_1,bool,,,,,
138,trigger.shader.PINCH_PLAYER_1,bool,,,,,
139,trigger.pickup.OVERRIDE,bool,,,,,
140,,,,,,,
141,trigger.player_control.m_141,bool,#N/A,,,,
141,trigger.move.LOCK_CAMERA_X,bool,,,,,
142,trigger.move.LOCK_CAMERA_Y,bool,,,,,
143,trigger.move.FOLLOW_X_MOD,float,,,,,
143,trigger.bg_speed.X_MOD,float,,,,,
143,trigger.mg_speed.X_MOD,float,,,,,
144,trigger.move.FOLLOW_Y_MOD,float,,,,,
144,trigger.bg_speed.Y_MOD,float,,,,,
144,trigger.mg_speed.Y_MOD,float,,,,,
145,particle.DATA,string,particle,,,,
146,particle.USE_OBJ_COLOR,bool,,,,,
147,particle.UNIFORM_OBJ_COLOR,bool,,,,,
148,trigger.gravity.VALUE,float,,,,,
149,trigger.force_block.VALUE,float,,,,,
150,trigger.scale.SCALE_BY_X,float,,,,,
151,trigger.scale.SCALE_BY_Y,float,,,,,
152,trigger.adv_random.TARGETS,string,group weights,,,,
153,trigger.scale.DIV_BY_X,bool,,,,,
154,trigger.scale.DIV_BY_Y,bool,,,,,
155,COLOR_1_INDEX,int,,,,,the game takes each object's color id in order and assigns an unique index to it if it hasn't been seen on the same spritesheet yet
156,COLOR_2_INDEX,int,,,,,the game takes each object's color id in order and assigns an unique index to it if it hasn't been seen on the same spritesheet yet
157,template.REFERENCE_ONLY,bool,,,,,
158,,,,,,,
159,trigger.options.STREAK_ADDITIVE,int,,,"[-1, 1]",,
160,trigger.options.UNLINK_DUAL_GRAVITY,int,,,"[-1, 1]",,
161,trigger.options.HIDE_GROUND,int,,,"[-1, 1]",,
162,trigger.options.HIDE_P1,int,,,"[-1, 1]",,
163,trigger.options.HIDE_P2,int,,,"[-1, 1]",,
164,trigger.camera_edge.DIRECTION,int,,,"[0, 4]","1: left, 2: right, 3: up, 4: down",
165,trigger.options.DISABLE_P1_CONTROLS,int,,,"[-1, 1]",,
166,trigger.arrow.DIR_Y_NEG,int,,,"[1, 4]","1: up, 2: down, 3: left, 4: right",
167,trigger.arrow.DIR_X_POS,int,,,"[1, 4]","1: up, 2: down, 3: left, 4: right",
168,,,,,,,
169,trigger.arrow.EDIT_VELOCITY,bool,,,,,
170,trigger.CHANNEL,int,trigger channel,,,,
171,trigger.arrow.CHANGE_CHANNEL,bool,,,,,
172,trigger.arrow.CHANNEL_ONLY,bool,,,,,
173,trigger.arrow.TARGET_CHANNEL,int,trigger channel,,,,
174,trigger.gradient.BLENDING,int,,,"[0, 3]","0: normal, 1: additive, 2: multiply, 3: invert",
175,trigger.shader.SHOCKWAVE_SPEED,float,,,,,
175,trigger.shader.SHOCKLINE_SPEED,float,,,,,
175,trigger.shader.GLITCH_SPEED,float,,,,,
175,trigger.shader.CHROMATIC_GLITCH_SPEED,float,,,,,
175,trigger.shader.EDIT_COLOR_CB,float,,,,,
176,trigger.shader.SHOCKWAVE_STRENGTH,float,,,,,
176,trigger.shader.SHOCKLINE_STRENGTH,float,,,,,
176,trigger.shader.GLITCH_STRENGTH,float,,,,,
176,trigger.shader.CHROMATIC_GLITCH_STRENGTH,float,,,,,
176,trigger.shader.LENS_CIRCLE_STRENGTH,float,,,,,
176,trigger.shader.RADIAL_BLUR_INTENSITY,float,,,,,
176,trigger.shader.MOTION_BLUR_INTENSITY,float,,,,,
176,trigger.shader.BULGE_BULGE,float,,,,,
176,trigger.shader.GRAY_SCALE_TARGET,float,,,,,
176,trigger.shader.SEPIA_TARGET,float,,,,,
176,trigger.shader.INVERT_COLOR_TARGET,float,,,,,
176,trigger.shader.HUE_DEGREES,float,,,,,
176,trigger.shader.EDIT_COLOR_CR,float,,,,,
177,trigger.shader.SHOCKWAVE_TIME_OFFSET,float,,,,,
177,trigger.shader.SHOCKLINE_TIME_OFFSET,float,,,,,
178,,,,,,,
179,trigger.shader.SHOCKWAVE_WAVE_WIDTH,float,,,,,
179,trigger.shader.SHOCKLINE_WAVE_WIDTH,float,,,,,
179,trigger.shader.GLITCH_SLICE_HEIGHT,float,,,,,
179,trigger.shader.CHROMATIC_GLITCH_LINE_THICKNESS,float,,,,,
179,trigger.shader.LENS_CIRCLE_SIZE,float,,,,,
179,trigger.shader.RADIAL_BLUR_SIZE,float,,,,,
179,trigger.shader.PINCH_MODIFIER,float,,,,,
179,trigger.shader.INVERT_COLOR_R,float,,,,,
179,trigger.shader.EDIT_COLOR_BR,float,,,,,
180,trigger.shader.SHOCKWAVE_THICKNESS,float,,,,,
180,trigger.shader.SHOCKLINE_THICKNESS,float,,,,,
180,trigger.shader.CHROMATIC_TARGET_X,float,,,,,
180,trigger.shader.CHROMATIC_GLITCH_RGB_OFFSET,float,,,,,
180,trigger.shader.PIXELATE_TARGET_X,float,,,,,
180,trigger.shader.MOTION_BLUR_TARGET_X,float,,,,,
180,trigger.shader.BULGE_RADIUS,float,,,,,
180,trigger.shader.PINCH_TARGET_X,float,,,,,
180,trigger.shader.INVERT_COLOR_G,float,,,,,
180,trigger.shader.EDIT_COLOR_BG,float,,,,,
180,trigger.shader.SPLIT_SCREEN_TARGET_X,float,,,,,
181,trigger.shader.SHOCKWAVE_FADE_IN,float,,,,,
181,trigger.shader.SHOCKLINE_FADE_IN,float,,,,,
181,trigger.shader.GLITCH_MAX_COL_X_OFFSET,float,,,,,
181,trigger.shader.LENS_CIRCLE_FADE,float,,,,,
181,trigger.shader.RADIAL_BLUR_FADE,float,,,,,
181,trigger.shader.MOTION_BLUR_FADE,float,,,,,
182,trigger.shader.SHOCKWAVE_FADE_OUT,float,,,,,
182,trigger.shader.SHOCKLINE_FADE_OUT,float,,,,,
182,trigger.shader.GLITCH_MAX_COL_Y_OFFSET,float,,,,,
183,trigger.shader.SHOCKWAVE_INNER,float,,,,,
184,trigger.shader.SHOCKWAVE_INVERT,bool,,,,,
184,trigger.shader.SHOCKLINE_INVERT,bool,,,,,
185,trigger.shader.SHOCKLINE_FLIP,bool,,,,,
186,trigger.shader.SHOCKLINE_ROTATE,bool,,,,,
187,trigger.shader.SHOCKLINE_DUAL,bool,,,,,
188,trigger.shader.SHADER_OPT_IGNORE_PLAYER_PARTICLES,bool,,,,,
188,trigger.shader.SHOCKWAVE_TARGET,bool,,,,,
188,trigger.shader.SHOCKLINE_TARGET,bool,,,,,
188,trigger.shader.CHROMATIC_USE_X,bool,,,,,
188,trigger.shader.PIXELATE_USE_X,bool,,,,,
188,trigger.shader.RADIAL_BLUR_TARGET,bool,,,,,
188,trigger.shader.MOTION_BLUR_USE_X,bool,,,,,
188,trigger.shader.BULGE_TARGET,bool,,,,,
188,trigger.shader.PINCH_TARGET,bool,,,,,
188,trigger.shader.GRAY_SCALE_USE_LUM,bool,,,,,
188,trigger.shader.INVERT_COLOR_EDIT_RGB,bool,,,,,
188,trigger.shader.SPLIT_SCREEN_USE_X,bool,,,,,
189,trigger.shader.CHROMATIC_TARGET_Y,float,,,,,
189,trigger.shader.CHROMATIC_GLITCH_SEGMENT_H,float,,,,,
189,trigger.shader.PIXELATE_TARGET_Y,float,,,,,
189,trigger.shader.MOTION_BLUR_TARGET_Y,float,,,,,
189,trigger.shader.INVERT_COLOR_B,float,,,,,
189,trigger.shader.EDIT_COLOR_BB,float,,,,,
189,trigger.shader.SPLIT_SCREEN_TARGET_Y,float,,,,,
190,trigger.shader.SHOCKWAVE_FOLLOW,bool,,,,,
190,trigger.shader.SHOCKLINE_FOLLOW,bool,,,,,
190,trigger.shader.CHROMATIC_USE_Y,bool,,,,,
190,trigger.shader.PIXELATE_USE_Y,bool,,,,,
190,trigger.shader.MOTION_BLUR_USE_Y,bool,,,,,
190,trigger.shader.PINCH_USE_X,bool,,,,,
190,trigger.shader.GRAY_SCALE_USE_TINT,bool,,,,,
190,trigger.shader.INVERT_COLOR_TWEEN_RGB,bool,,,,,
190,trigger.shader.SPLIT_SCREEN_USE_Y,bool,,,,,
191,trigger.shader.SHOCKWAVE_OUTER,float,,,,,
191,trigger.shader.GLITCH_MAX_SLICE_X_OFFSET,float,,,,,
191,trigger.shader.CHROMATIC_GLITCH_LINE_STRENGTH,float,,,,,
191,trigger.shader.MOTION_BLUR_FOLLOW_EASE,float,,,,,
191,trigger.shader.EDIT_COLOR_CG,float,,,,,
192,trigger.shader.SHADER_OPT_DISABLE_ALL,bool,,,,,
192,trigger.shader.CHROMATIC_GLITCH_DISABLE,bool,,,,,
193,GRIP_SLOPE,bool,,,,,
194,trigger.shader.CHROMATIC_GLITCH_RELATIVE_POS,bool,,,,,
194,trigger.shader.PIXELATE_SNAP_GRID,bool,,,,,
194,trigger.shader.MOTION_BLUR_DUAL_DIR,bool,,,,,
194,trigger.shader.PINCH_USE_Y,bool,,,,,
194,trigger.shader.INVERT_COLOR_CLAMP_RGB,bool,,,,,
195,trigger.options.HIDE_MG,int,,,"[-1, 1]",,
196,trigger.shader.SHADER_OPT_LAYER_MIN,int,,,"[1, 15]",,
197,trigger.shader.SHADER_OPT_LAYER_MAX,int,,,"[1, 15]",,
198,trigger.touch.ONLY_PLAYER,int,,,"[0, 2]",,
199,trigger.options.DISABLE_CONTROLS_P1,int,,,"[-1, 1]",,
200,TARGET_PLAYER_2,bool,,,,,
200,trigger.move.PLAYER_2,bool,,,,,
200,trigger.rotate.PLAYER_2,bool,,,,,
200,trigger.collision.PLAYER_2,bool,,,,,
200,trigger.player_control.PLAYER_2,bool,,,,,
200,trigger.song.PLAYER_2,bool,,,,,
200,trigger.gravity.PLAYER_2,bool,,,,,
200,trigger.effect.m_200,bool,#N/A,,,,
200,trigger.adv_follow.PLAYER_2,bool,,,,,
200,trigger.sfx.PLAYER_2,bool,,,,,
200,trigger.instant_collision.PLAYER_2,bool,,,,,
200,trigger.edit_adv_follow.PLAYER_2,bool,,,,,
200,trigger.shader.SHOCKWAVE_PLAYER_2,bool,,,,,
200,trigger.shader.SHOCKLINE_PLAYER_2,bool,,,,,
200,trigger.shader.LENS_CIRCLE_PLAYER_2,bool,,,,,
200,trigger.shader.RADIAL_BLUR_PLAYER_2,bool,,,,,
200,trigger.shader.MOTION_BLUR_PLAYER_2,bool,,,,,
200,trigger.shader.BULGE_PLAYER_2,bool,,,,,
200,trigger.shader.PINCH_PLAYER_2,bool,,,,,
201,trigger.collision.BETWEEN_PLAYERS,bool,,,,,
201,trigger.gravity.PLAYER_TOUCH,bool,,,,,
201,trigger.effect.m_201,bool,#N/A,,,,
201,trigger.adv_follow.CORNER,bool,,,,,
201,trigger.edit_adv_follow.CORNER,bool,,,,,
201,trigger.instant_collision.BETWEEN_PLAYERS,bool,,,,,
201,trigger.shader.MOTION_BLUR_CENTER,bool,,,,,
