query,assignedType,distance,reference,species
test154,B35,0.07482993197278912,AY355216.1_B35,B
test155,B35,0.08163265306122448,AY355216.1_B35,B
test156,B83,0.061224489795918366,AY355264.1_B83,B
test158,B83,0.061224489795918366,AY355264.1_B83,B
test159,B103,0.013605442176870748,JN798572.1_B103,B
test160,B83,0.07482993197278912,AY355264.1_B83,B
test161,B103,0.02040816326530612,JN798572.1_B103,B
test162,B92,0.047619047619047616,AY355273.1_B92,B
test163,B103,0.05442176870748299,JN798572.1_B103,B
test164,B35,0.06802721088435375,AY355216.1_B35,B
test165,B6,0.08163265306122448,AY355187.1_B6,B
test168,B6,0.09523809523809523,AY355187.1_B6,B
test169,B37,0.10204081632653061,AY355218.1_B37,B
test171,B37,0.10204081632653061,AY355218.1_B37,B
test173,B37,0.10204081632653061,AY355218.1_B37,B
test174,B92,0.07482993197278912,AY355273.1_B92,B
test175,B93,0.07482993197278912,AY355274.1_B93,B
test177,B37,0.09523809523809523,AY355218.1_B37,B
test178,B48,0.08163265306122448,AY355229.1_B48,B
test179,B83,0.06802721088435375,AY355264.1_B83,B
test180,B86,0.08163265306122448,AY355267.1_B86,B
test181,B83,0.06802721088435375,AY355264.1_B83,B
test182,B103,0.02040816326530612,JN798572.1_B103,B
test183,B103,0.05442176870748299,JN798572.1_B103,B
test185,B92,0.047619047619047616,AY355273.1_B92,B
test186,B93,0.07482993197278912,AY355274.1_B93,B
test187,B93,0.08163265306122448,AY355274.1_B93,B
test189,B48,0.08163265306122448,AY355229.1_B48,B
test190,B103,0.013605442176870748,JN798572.1_B103,B
test191,B48,0.08843537414965986,AY355229.1_B48,B
test192,B83,0.06802721088435375,AY355264.1_B83,B
test193,B35,0.07482993197278912,AY355216.1_B35,B
test196,B99,0.0,AY355280.1_B99,B
test197,B97,0.0,AY355278.1_B97,B
test198,B93,0.0,AY355274.1_B93,B
test199,B92,0.0,AY355273.1_B92,B
test200,B91,0.0,AY355272.1_B91,B
test201,C18,0.034013605442176874,HM236918.1_C18,C
test202,C15,0.047619047619047616,HM236963.1_C15,C
test203,C15,0.047619047619047616,HM236963.1_C15,C
test204,C27,0.07482993197278912,HM236906.1_C27,C
test205,C4,0.04081632653061224,EF582385.1_C4,C
test208,C23,0.06802721088435375,HM236901.1_C23,C
test209,C28,0.09523809523809523,HM236954.1_C28,C
test211,C27,0.061224489795918366,HM236906.1_C27,C
test212,C45,0.05442176870748299,JF416308.1_C45,C
test213,C45,0.061224489795918366,JF416308.1_C45,C
test214,C40,0.07482993197278912,JF416312.1_C40,C
test215,C17,0.06802721088435375,HM236936.1_C17,C
test216,C28,0.08843537414965986,HM236954.1_C28,C
test217,C42,0.08163265306122448,JF416320.1_C42,C
test218,C42,0.07482993197278912,JF416320.1_C42,C
test219,C40,0.07482993197278912,JF416312.1_C40,C
test220,C45,0.061224489795918366,JF416308.1_C45,C
test221,C21,0.05442176870748299,HM236903.1_C21,C
test222,C18,0.047619047619047616,HM236918.1_C18,C
test223,C17,0.06802721088435375,HM236936.1_C17,C
test224,C45,0.05442176870748299,JF416308.1_C45,C
test225,C42,0.09523809523809523,JF416320.1_C42,C
test226,C41,0.09523809523809523,JF416323.1_C41,C
test227,C10,0.06802721088435375,GQ323774.1_C10,C
test228,C21,0.034013605442176874,HM236903.1_C21,C
test229,C10,0.06802721088435375,GQ323774.1_C10,C
test231,C26,0.06802721088435375,HM236904.1_C26,C
test232,C6,0.05442176870748299,EF582387.1_C6,C
test233,C6,0.061224489795918366,EF582387.1_C6,C
test236,C15,0.08843537414965986,HM236963.1_C15,C
test237,C37,0.013605442176870748,JF416321.1_C37,C
test239,C6,0.034013605442176874,EF582387.1_C6,C
test240,C27,0.047619047619047616,HM236906.1_C27,C
test241,C18,0.013605442176870748,HM236918.1_C18,C
test243,C15,0.04081632653061224,HM236963.1_C15,C
test246,C15,0.034013605442176874,HM236963.1_C15,C
test249,C3,0.047619047619047616,EF186077.2_C3,C
test250,C26,0.061224489795918366,HM236904.1_C26,C
test251,C41,0.05442176870748299,JF416323.1_C41,C
test254,C15,0.04081632653061224,HM236963.1_C15,C
test255,C41,0.05442176870748299,JF416323.1_C41,C
test257,C5,0.061224489795918366,EF582386.1_C5,C
test258,C33,0.05442176870748299,HM236934.1_C33,C
test261,C30,0.013605442176870748,HM236968.1_C30,C
test262,C3,0.02040816326530612,EF186077.2_C3,C
test263,C30,0.013605442176870748,HM236968.1_C30,C
test264,C5,0.061224489795918366,EF582386.1_C5,C
test265,C17,0.07482993197278912,HM236936.1_C17,C
test267,C6,0.04081632653061224,EF582387.1_C6,C
test268,C15,0.04081632653061224,HM236963.1_C15,C
test269,C15,0.04081632653061224,HM236963.1_C15,C
test271,C15,0.04081632653061224,HM236963.1_C15,C
test273,C41,0.05442176870748299,JF416323.1_C41,C
test274,C30,0.013605442176870748,HM236968.1_C30,C
test275,C17,0.07482993197278912,HM236936.1_C17,C
test278,C5,0.061224489795918366,EF582386.1_C5,C
test279,C15,0.04081632653061224,HM236963.1_C15,C
test280,C39,0.07482993197278912,JF416306.1_C39,C
test290,C22,0.047619047619047616,HM236905.1_C22,C
test292,C7,0.04081632653061224,DQ875932.2_C7,C
test294,C37,0.006802721088435374,JF416321.1_C37,C
test295,C33,0.047619047619047616,HM236934.1_C33,C
